Date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DD,DIS,DJI,DOW,GE,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,RTX,TRV,UNH,V,VZ,WBA,WMT,XOM,intercept
2020-02-19,80.90499877929688,222.9600067138672,136.92999267578125,338.29998779296875,136.86000061035156,192.8699951171875,46.290000915527344,110.73999786376953,53.5,141.3000030517578,29348.0,47.560001373291016,100.87999725341797,237.3300018310547,243.63999938964844,180.86000061035156,144.22561645507812,67.11000061035156,148.94000244140625,137.49000549316406,59.77000045776367,215.6300048828125,159.33999633789062,78.24427795410156,187.27999877929688,102.45999908447266,34.37381362915039,125.44000244140625,94.82693481445312,134.50999450683594,305.30999755859375,213.30999755859375,58.220001220703125,52.06999969482422,117.68000030517578,60.34000015258789,1
2020-02-20,80.07499694824219,222.13999938964844,136.5800018310547,336.2799987792969,136.92999267578125,193.36000061035156,46.849998474121094,109.80999755859375,52.54999923706055,140.3699951171875,29220.0,48.7599983215332,100.23999786376953,232.72999572753906,247.02000427246094,180.6999969482422,144.56979370117188,65.44999694824219,148.3699951171875,137.49000549316406,59.720001220703125,215.0800018310547,158.55999755859375,78.71183013916016,184.4199981689453,102.52999877929688,34.013282775878906,126.58000183105469,94.3360595703125,133.97999572753906,302.1300048828125,211.4499969482422,58.09000015258789,51.869998931884766,117.69000244140625,59.86000061035156,1
2020-02-21,78.26249694824219,222.7899932861328,134.89999389648438,330.3800048828125,137.2100067138672,189.5,46.29999923706055,109.01000213623047,52.43000030517578,138.97000122070312,28992.400390625,48.29999923706055,98.0,230.6199951171875,245.33999633789062,179.8800048828125,143.25047302246094,64.33999633789062,149.92999267578125,135.80999755859375,60.130001068115234,215.8699951171875,156.92999267578125,78.5687026977539,178.58999633789062,100.25,33.88994216918945,126.69999694824219,95.3555679321289,135.16000366210938,301.42999267578125,208.80999755859375,58.20000076293945,51.45000076293945,118.58000183105469,59.130001068115234,1
2020-02-24,74.54499816894531,217.8800048828125,128.19000244140625,317.8999938964844,132.1699981689453,185.94000244140625,44.0,104.70999908447266,50.45000076293945,133.00999450683594,27960.80078125,46.2400016784668,94.87999725341797,224.5399932861328,239.6999969482422,175.27000427246094,139.9904327392578,61.7599983215332,145.91000366210938,132.16000366210938,58.650001525878906,213.52000427246094,152.5500030517578,77.60496520996094,170.88999938964844,95.91000366210938,32.89373779296875,123.30000305175781,92.24669647216797,134.1199951171875,277.7900085449219,198.7899932861328,57.9900016784668,49.029998779296875,116.31999969482422,56.36000061035156,1
2020-02-25,72.0199966430664,210.3800048828125,120.9000015258789,304.1400146484375,129.0,181.27000427246094,42.7400016784668,100.70999908447266,47.470001220703125,128.19000244140625,27081.400390625,43.95000076293945,90.55999755859375,217.61000061035156,237.3800048828125,167.8000030517578,135.47801208496094,59.72999954223633,144.64999389648438,126.26000213623047,57.81999969482422,212.10000610351562,146.85000610351562,76.59351348876953,168.07000732421875,92.9000015258789,32.191650390625,121.43000030517578,87.35682678222656,130.7899932861328,263.3900146484375,188.39999389648438,57.119998931884766,47.5099983215332,114.38999938964844,54.20000076293945,1
2020-02-26,73.1624984741211,214.5399932861328,118.5,305.5899963378906,128.25,178.8699951171875,42.15999984741211,98.04000091552734,47.2599983215332,123.36000061035156,26957.599609375,43.04999923706055,87.5999984741211,215.77999877929688,235.27999877929688,167.17999267578125,133.6042022705078,59.650001525878906,143.67999267578125,126.63999938964844,57.599998474121094,210.10000610351562,148.9600067138672,76.27862548828125,170.1699981689453,92.0,32.94117736816406,120.16000366210938,87.08621978759766,128.55999755859375,263.0,187.2100067138672,57.13999938964844,47.66999816894531,113.77999877929688,53.0099983215332,1
2020-02-27,68.37999725341797,203.5,112.80999755859375,287.760009765625,123.2699966430664,172.14999389648438,40.040000915527344,94.12999725341797,45.06999969482422,118.04000091552734,25766.599609375,39.54999923706055,83.12000274658203,205.69000244140625,224.72999572753906,159.5500030517578,127.25621032714844,55.83000183105469,139.1199951171875,121.37000274658203,54.93000030517578,201.0,150.16000366210938,74.50381469726562,158.17999267578125,88.55000305175781,32.35293960571289,113.5,83.18439483642578,124.08000183105469,253.9199981689453,180.00999450683594,55.060001373291016,46.2400016784668,110.4000015258789,49.81999969482422,1
2020-02-28,68.33999633789062,199.72999572753906,109.93000030517578,275.1099853515625,124.23999786376953,170.39999389648438,39.93000030517578,93.33999633789062,42.900001525878906,117.6500015258789,25409.400390625,40.40999984741211,87.04000091552734,200.77000427246094,217.83999633789062,162.1699981689453,124.42638397216797,55.52000045776367,134.47999572753906,116.11000061035156,53.4900016784668,194.1699981689453,149.24000549316406,73.05343627929688,162.00999450683594,89.37999725341797,31.707780838012695,113.2300033569336,82.18376159667969,119.80999755859375,254.9600067138672,181.75999450683594,54.15999984741211,45.7599983215332,107.68000030517578,51.439998626708984,1
2020-03-02,74.70249938964844,212.1999969482422,113.87000274658203,289.2699890136719,127.5999984741211,176.75999450683594,41.16999816894531,96.58999633789062,44.95000076293945,119.9800033569336,26703.30078125,41.41999816894531,89.68000030517578,209.47000122070312,229.94000244140625,164.24000549316406,128.3938751220703,58.18000030517578,140.02000427246094,121.5199966430664,55.91999816894531,202.5500030517578,153.02000427246094,77.64312744140625,172.7899932861328,92.68000030517578,33.092979431152344,119.55999755859375,84.37381744384766,127.68000030517578,273.1099853515625,192.3300018310547,57.31999969482422,48.11000061035156,115.87999725341797,53.880001068115234,1
2020-03-03,72.33000183105469,204.4199981689453,108.01000213623047,280.6199951171875,124.37999725341797,169.3699951171875,40.040000915527344,94.38999938964844,43.63999938964844,116.44999694824219,25917.400390625,40.560001373291016,87.04000091552734,203.42999267578125,227.94000244140625,161.88999938964844,123.23136138916016,55.970001220703125,135.58999633789062,116.95999908447266,56.060001373291016,199.50999450683594,145.24000549316406,75.50572204589844,164.50999450683594,90.93000030517578,32.542694091796875,118.16999816894531,83.40465545654297,125.30999755859375,261.3999938964844,185.72999572753906,55.70000076293945,46.119998931884766,112.91000366210938,51.29999923706055,1
2020-03-04,75.68499755859375,215.11000061035156,115.69999694824219,283.1199951171875,127.4000015258789,175.69000244140625,41.38999938964844,98.52999877929688,44.15999984741211,119.18000030517578,27090.900390625,41.90999984741211,87.5999984741211,208.74000549316406,241.0800018310547,171.19000244140625,128.31739807128906,58.68000030517578,143.47999572753906,119.8499984741211,58.91999816894531,207.02000427246094,153.97999572753906,79.16984558105469,170.5500030517578,93.79000091552734,34.53510284423828,124.5,87.50157165527344,131.52999877929688,289.4200134277344,194.2899932861328,58.119998931884766,48.689998626708984,116.7699966430664,52.41999816894531,1
2020-03-05,73.2300033569336,212.1199951171875,110.94000244140625,260.3699951171875,121.97000122070312,169.60000610351562,39.56999969482422,97.19000244140625,42.41999816894531,113.9800033569336,26121.30078125,40.099998474121094,80.63999938964844,198.7899932861328,234.80999755859375,164.9199981689453,123.85277557373047,56.959999084472656,142.00999450683594,113.97000122070312,56.7400016784668,198.32000732421875,151.41000366210938,77.84351348876953,166.27000427246094,90.58000183105469,33.64326477050781,121.62999725341797,79.57205963134766,128.02000427246094,282.9599914550781,186.9600067138672,57.15999984741211,48.779998779296875,115.91999816894531,50.11000061035156,1
2020-03-06,72.25749969482422,210.64999389648438,108.23999786376953,262.3299865722656,121.41000366210938,164.0800018310547,39.68000030517578,95.31999969482422,40.5,115.2699966430664,25864.80078125,38.970001220703125,75.19999694824219,192.85000610351562,228.50999450683594,164.02999877929688,122.11280822753906,55.77000045776367,142.02999877929688,108.08000183105469,55.2599983215332,198.86000061035156,153.64999389648438,78.43511199951172,161.57000732421875,88.36000061035156,33.225807189941406,121.66000366210938,79.59722900390625,124.83999633789062,283.8699951171875,184.36000061035156,56.869998931884766,50.5099983215332,117.2300033569336,47.689998626708984,1
2020-03-09,66.5425033569336,198.3699951171875,98.29000091552734,227.1699981689453,104.06999969482422,151.2100067138672,37.959999084472656,80.66999816894531,35.150001525878906,104.3499984741211,23851.0,30.530000686645508,65.68000030517578,172.80999755859375,210.4600067138672,152.86000061035156,112.62906646728516,50.849998474121094,136.44000244140625,93.44000244140625,51.86000061035156,186.86000061035156,144.05999755859375,75.34351348876953,150.6199951171875,84.11000061035156,32.03036117553711,116.05999755859375,72.59912109375,116.19999694824219,273.44000244140625,171.1300048828125,55.83000183105469,48.439998626708984,117.16000366210938,41.86000061035156,1
2020-03-10,71.33499908447266,206.8000030517578,103.30000305175781,231.00999450683594,106.48999786376953,161.33999633789062,40.08000183105469,84.9800033569336,38.119998931884766,111.45999908447266,25018.19921875,31.399999618530273,70.80000305175781,184.35000610351562,225.6999969482422,161.69000244140625,119.2829818725586,53.97999954223633,141.63999938964844,100.69999694824219,53.65999984741211,199.86000061035156,153.3000030517578,78.26335906982422,160.9199981689453,88.30000305175781,32.81783676147461,120.55000305175781,75.12271881103516,119.56999969482422,280.0,182.60000610351562,56.52000045776367,49.15999984741211,119.79000091552734,43.40999984741211,1
2020-03-11,68.85749816894531,198.64999389648438,95.37999725341797,189.0800018310547,100.69000244140625,154.57000732421875,37.04999923706055,83.02999877929688,36.65999984741211,105.51000213623047,23553.19921875,27.989999771118164,65.68000030517578,171.88999938964844,212.88999938964844,153.38999938964844,112.78202819824219,51.65999984741211,131.8000030517578,95.95999908447266,52.209999084472656,188.25,147.24000549316406,75.62023162841797,153.6300048828125,84.0,30.521821975708008,111.58999633789062,67.65890502929688,112.5999984741211,277.7799987792969,172.9499969482422,54.83000183105469,46.06999969482422,114.43000030517578,41.97999954223633,1
