Dates,ticker,return,momentum,dividend_yield,Industrials,United States,market_intercept,Healthcare,Technology,Utilities,Financial Services,Basic Materials,Consumer Defensive,Ireland,Energy,Communication Services,Consumer Cyclical,value,size,trading_activity,growth,leverage,profitability
2019-07-29,UNH,0.005694987,-0.848470207,-0.473308503,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.21771566,0.727110455,-0.34253093,1.023484867,-0.370961111,-0.268321867
2019-08-05,UNH,0.011895361,-0.944614784,-0.475946636,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.242787979,0.732237247,-1.006716237,1.049428531,-0.369439589,-0.269950816
2019-08-12,UNH,0.063125756,-1.066665833,-0.465599161,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.217643696,0.627605085,-0.684961809,0.930357191,-0.339902945,-0.298889939
2019-08-19,UNH,-0.01437636,-0.990389273,-0.35592257,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.259437321,0.7313777,-0.66735686,1.052628608,-0.369439589,-0.269950816
2019-08-26,UNH,0.021599191,-0.926243624,-0.368423307,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.278843351,0.671034769,-0.443027416,0.993089533,-0.310730037,-0.236561868
2019-09-02,UNH,-0.019931124,-1.045397538,-0.35686463,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.224619594,0.717885587,-0.126885393,1.025346261,-0.369439589,-0.267606974
2019-09-09,UNH,-0.001617794,-1.021488807,-0.355377048,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.188257766,0.705158186,-0.12769717,1.024088345,-0.421798736,-0.264498911
2019-09-16,UNH,0.078719638,-1.031222388,-0.353821107,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.171863303,0.704313505,-0.347155331,1.018919209,-0.421798736,-0.270909775
2019-09-23,UNH,-0.020871454,-1.056346084,-0.35317053,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.188536102,0.706563967,-0.468331539,1.017572417,-0.421798736,-0.270909775
2019-09-30,UNH,-0.010274682,-1.06860459,-0.356100962,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.153983581,0.688476865,0.18575548,1.016578386,-0.421798736,-0.270909775
2019-10-07,UNH,-0.099652331,-1.03475596,-0.351458235,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.110104371,0.742354933,-0.262176944,0.984880805,-0.295088539,-0.246378664
2019-10-14,UNH,0.001754276,-0.968787585,-0.348479417,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.093977796,0.715289812,-0.069044409,1.013682462,-0.355977886,-0.271522877
2019-10-21,UNH,-0.029371383,-0.985565784,-0.351585044,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.140003012,0.743658422,0.718720044,1.020493868,-0.355977886,-0.258568248
2019-10-28,UNH,-0.018697178,-1.034317023,-0.351737157,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.127422979,0.739858807,-0.368100458,1.0167451,-0.355977886,-0.266046642
2019-11-04,UNH,-0.04723791,-1.095794383,-0.351834063,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.129397199,0.740393083,-0.681540694,1.012945576,-0.355210027,-0.268141212
2019-11-11,UNH,-0.027242374,-1.066498278,-0.364363621,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.144240328,0.680144865,-0.508336816,0.96033417,-0.367404885,-0.207491273
2019-11-18,UNH,-0.010885693,-1.00544459,-0.369518518,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.195550134,0.823940745,-0.354227674,1.00572294,-0.353447516,-0.171588637
2019-11-25,UNH,-0.001142842,-0.915342731,-0.35947604,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.166748636,0.756713425,-0.286701355,1.019284712,-0.355210027,-0.253425501
2019-12-02,UNH,-0.022540979,-0.911582055,-0.359240144,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.167311057,0.757840747,-0.658677883,1.019229264,-0.355210027,-0.253425501
2019-12-09,UNH,-0.024600288,-0.928090581,-0.355553418,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.160017486,0.760649137,-0.757149203,1.020134313,-0.354183376,-0.317155689
2019-12-16,UNH,-0.01148576,-0.932023588,-0.35578729,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.157676443,0.763249029,-0.579493316,1.021169839,-0.354183376,-0.332935365
2019-12-23,UNH,0.021964488,-0.95470148,-0.356313162,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.153779865,0.76920983,-0.447432702,1.0217228,-0.354183376,-0.316069746
2019-12-30,UNH,-0.019122337,-0.839184459,-0.356272365,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.156379675,0.771643396,-0.830821959,1.021761853,-0.354183376,-0.316069746
2020-01-06,UNH,-0.011253543,-0.73562643,-0.357025532,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.207361537,0.760325848,-0.856987999,1.019440983,-0.538209144,-0.303886544
2020-01-13,UNH,0.019145498,-0.70036219,-0.35769586,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.219832502,0.761659544,-0.925235923,1.015173153,-0.538209144,-0.303846226
2020-01-20,UNH,0.072068705,-0.659739539,-0.362405785,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.220646569,0.756464895,-0.02912787,1.014268964,-0.538209144,-0.298976631
2020-01-27,UNH,-0.059732526,-0.652900849,-0.361037638,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.215734178,0.75461902,-0.512695954,1.013830668,-0.538209144,-0.282221061
2020-02-03,UNH,-0.032519854,-0.682249983,-0.371577795,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.191460289,0.735390882,-0.511121327,1.006559223,-0.540929108,-0.286324316
2020-02-10,UNH,-0.00883035,-0.64760009,-0.373301728,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.211146004,0.745082474,-0.499553989,1.007222947,-0.540929108,-0.273196333
2020-02-17,UNH,0.16743131,-0.625408283,-0.378173059,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.224446833,0.751864994,-0.495738699,1.006534023,-0.540929108,-0.273615044
2020-02-24,UNH,-0.107409822,-0.794875491,-0.375744795,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.235969353,0.75916619,-0.748927965,1.011743739,-0.540929108,-0.280214505
2020-03-02,UNH,0.042567168,-0.866052889,-0.390820954,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.224837701,0.743364493,-0.467453493,1.012491237,-0.540929108,-0.27785187
2020-03-09,UNH,0.270890872,-0.843564935,-0.461025252,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.296181091,0.71237119,-0.30391378,0.957794168,-0.554692364,-0.279472213
2020-03-16,UNH,-0.160059331,-0.823789611,-0.444441369,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.35602635,0.865008777,-0.979024405,1.68945307,-0.533671217,-0.309915117
2020-03-23,UNH,0.054935948,-0.82417502,-0.441111428,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.303965836,0.75265987,-0.623091837,1.033198368,-0.54130447,-0.271983417
2020-03-30,UNH,-0.140581972,-0.780192297,-0.42169058,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.324573252,0.775633448,-0.582446917,1.049506207,-0.54130447,-0.272213179
2020-04-06,UNH,-0.095368576,-0.683672695,-0.44673943,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.277069173,0.741776545,-0.72652471,1.006277539,-0.5412364,-0.263245638
2020-04-13,UNH,-0.002509391,-0.66638914,-0.44317187,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.272493374,0.805638849,-0.665511894,1.080642244,-0.564867316,-0.237808764
2020-04-20,UNH,0.023551031,-0.708927493,-0.440605327,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.307885935,0.818714174,-0.472115796,1.078408205,-0.564867316,-0.232923993
2020-04-27,UNH,-0.008713873,-0.719170878,-0.439745756,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.311386303,0.827439929,-0.827760891,1.080520644,-0.564867316,-0.221310375
2020-05-04,UNH,-0.013703267,-0.69319278,-0.460578563,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.33238125,0.945853429,-0.704398383,1.173833454,-0.546357334,-0.050256794
2020-05-11,UNH,0.003511586,-0.656120457,-0.451307985,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.290890897,0.822531208,-0.818567717,1.071922908,-0.573592506,-0.205863582
2020-05-18,UNH,-0.050145976,-0.619629001,-0.454552241,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.325269784,0.832902014,-0.425571885,1.075886928,-0.573592506,-0.205905733
2020-05-25,UNH,-0.022702431,-0.605573955,-0.451586883,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.298397375,0.821567973,-0.805860603,1.071457679,-0.573592506,-0.217392952
2020-06-01,UNH,0.08950697,0.238998754,-0.463035881,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.292006086,0.832256752,-0.519989589,1.072389451,-0.573592506,-0.217485792
2020-06-08,UNH,-0.021132121,0.274938833,-0.453405765,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.257205169,0.822703336,-0.426761157,1.072614294,-0.575641322,-0.210262639
2020-06-22,UNH,-0.038901505,-0.509768003,-0.436097902,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.262335011,0.813915659,-0.79171687,1.070532402,-0.575641322,-0.218102281
2020-06-29,UNH,0.023852149,-0.529366721,-0.433331285,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.279091043,0.818818736,-0.880292182,1.068905736,-0.575641322,-0.221822342
2020-07-06,UNH,-0.051202175,-0.514295083,-0.428464636,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.190052121,0.820627953,-0.731654637,1.070530196,-0.882544018,0.070545174
2020-07-13,UNH,0.018903143,-0.503734101,-0.439975025,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.171644923,0.808837346,-0.933494427,1.071316572,-0.882544018,-0.170416398
2020-07-20,UNH,-0.006594035,-0.505633556,-0.441995998,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.178270612,0.814920743,-0.511826502,1.066912482,-0.882544018,-0.189373997
2020-07-27,UNH,-0.0459899,-0.568889723,-0.444116361,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.173617709,0.811809371,-0.771263806,1.061689366,-0.882544018,-0.190470555
2020-08-03,UNH,-0.020820686,-0.624156369,-0.442213172,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.189837322,0.810998751,-0.916334317,1.051153613,-0.864610144,-0.182958382
2020-08-10,UNH,0.029978437,-0.572873244,-0.439434957,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.164540445,0.772003539,-0.852072782,0.993256903,-0.816094974,-0.195007799
2020-08-17,UNH,-0.000731973,-0.568695157,-0.435963912,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.184940813,0.817618499,-0.761610995,1.047328092,-0.864610144,-0.182172548
2020-08-24,UNH,0.007567394,-0.538644154,-0.433083287,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.178124175,0.809888978,-0.886224439,1.045916676,-0.864610144,-0.182509905
2020-08-31,UNH,0.034299585,-0.576231782,-0.433155558,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.160431482,0.802137805,-0.91197452,1.045908634,-0.864610144,-0.182589734
2020-09-07,UNH,-0.025573176,-0.52035684,-0.436763685,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.161703556,0.804297827,-0.967467726,1.036503111,-0.86463647,-0.182501049
2020-09-14,UNH,0.018083374,-0.432799169,-0.43708559,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.154548228,0.804434818,-1.002931081,1.035313092,-0.86463647,-0.182501049
2020-09-21,UNH,-0.03085782,-0.407128617,-0.433908348,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.158253274,0.808890891,-0.769317124,1.032794597,-0.86463647,-0.186495745
2020-09-28,UNH,-0.049586607,-0.655512639,-0.441613459,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.176218119,0.807434133,-0.728889782,1.032302012,-0.86463647,-0.186198844
2020-10-05,UNH,-0.006263815,-0.636813694,-0.438914099,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.23498697,0.831881297,-1.044266832,1.009282974,-0.84490052,-0.157997929
2020-10-12,UNH,-0.002119702,-0.554334574,-0.450747495,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.238307516,0.81106975,-0.921861284,1.028907863,-0.891806283,-0.197580069
2020-10-19,UNH,0.08013838,-0.589185635,-0.458188264,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.233802811,0.813149713,-0.7162379,1.04040134,-0.891806283,-0.210965108
2020-10-26,UNH,-0.129878675,-0.790571446,-0.451719492,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.230692219,0.813274055,-0.90738027,1.03915201,-0.891806283,-0.211510134
2020-11-02,UNH,-0.023353849,-0.855403707,-0.455223143,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.221133084,0.799003296,-0.902791359,1.03169997,-0.891806283,-0.221907087
2020-11-09,UNH,0.060768687,-0.793893202,-0.458689133,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.263168331,0.757902698,-0.298257186,0.976689861,-0.847352993,-0.206672236
2020-11-16,UNH,-0.009633648,-0.899392763,-0.460854734,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.268492941,0.89769072,-0.909496381,1.020496852,-0.887979433,-0.170318501
2020-11-23,UNH,-0.034750469,-0.946190036,-0.433912921,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.201654637,0.798808197,-0.689932998,1.030056748,-0.87908629,-0.229640398
2020-11-30,UNH,0.033736822,-0.926335494,-0.437001325,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.184867614,0.794551686,-0.679851181,1.029690479,-0.87908629,-0.229659884
2020-12-07,UNH,-0.003878904,-0.899394148,-0.423319418,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.193117813,0.797281163,-0.652708502,1.032340109,-0.879809279,-0.217877232
2020-12-14,UNH,-0.007097026,-0.888305558,-0.426106841,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.175471977,0.785127535,-0.816814775,1.029714742,-0.879809279,-0.205768378
2020-12-21,UNH,-0.028607546,-1.012735864,-0.428956555,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.18456983,0.787030686,-0.767727971,1.029660734,-0.879809279,-0.206749242
2020-12-28,UNH,-0.035602584,-0.925584088,-0.428588843,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.193806112,0.789239973,-0.860473757,1.029597081,-0.879809279,-0.192820708
2021-01-04,UNH,0.033836134,-0.974379547,-0.410174623,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.222491159,0.818492892,-0.809113987,0.997557492,-0.662291155,-0.20426313
2021-01-11,UNH,0.010732069,-1.145553864,-0.430345172,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.238421722,0.803562533,-0.59519813,1.028905185,-0.710701824,-0.23509941
2021-01-18,UNH,0.04102581,-1.139424272,-0.455990531,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.218973103,0.79644601,-0.680368987,1.025839938,-0.710701824,-0.232499934
2021-01-25,UNH,0.027566289,-1.164617716,-0.449897842,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.204824689,0.782776591,-0.464645164,1.021602952,-0.710701824,-0.233508988
2021-02-01,UNH,-0.011428595,-1.091112495,-0.431431462,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.210084332,0.779360598,-0.874239123,1.004747735,-0.710701824,-0.230587301
2021-02-08,UNH,0.011213036,-1.07064572,-0.431806882,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.144474117,0.757934678,-0.462600023,1.004337817,-0.696188369,-0.233346527
2021-02-15,UNH,-0.023265404,-1.061931442,-0.418080844,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.15075355,0.759348641,-0.463267239,1.003519881,-0.696188369,-0.251922102
2021-02-22,UNH,-0.043815658,-1.023877637,-0.430808343,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.135315052,0.757913672,-0.725045955,1.00960722,-0.696188369,-0.250708176
2021-03-01,UNH,-0.025373902,-1.110551442,-0.432152923,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.164604319,0.766684614,-0.763177039,1.009530905,-0.696188369,-0.250708176
2021-03-08,UNH,-0.030044555,-1.052547417,-0.4462341,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.16956633,0.769695107,-0.685407728,1.008026117,-0.695699189,-0.252081617
2021-03-15,UNH,-0.029379869,-1.09852175,-0.467702302,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.158430024,0.845691225,-0.848207946,1.655681929,-0.72006877,-0.269952584
2021-03-22,UNH,0.025312353,-1.293743024,-0.45031367,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.201068145,0.783247948,-0.805441526,0.996799819,-0.695699189,-0.270386849
2021-03-29,UNH,-0.024834057,-1.275772423,-0.440126,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.213011199,0.788688713,-0.730585154,0.994486343,-0.695699189,-0.270687725
2021-04-05,UNH,-0.038346559,-1.187170003,-0.448818509,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.130025712,0.734748556,-0.858726027,0.939490572,-0.832129281,-0.432611522
2021-04-12,UNH,-0.02350601,-1.307003791,-0.396016431,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.150611633,0.731805366,-0.80229846,0.939530224,-0.873528778,-0.412162956
2021-04-19,UNH,0.003779233,-1.63642331,-0.384693805,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.161291781,0.799814416,-0.45839248,1.009087878,-0.831319047,-0.44626799
2021-04-26,UNH,-0.046183786,-1.465077509,-0.375053458,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.183210354,0.806026612,-0.674132117,1.005185889,-0.831319047,-0.44613862
2021-05-03,UNH,0.018974549,-1.585048697,-0.395435166,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.218363343,0.936478482,-0.794851732,1.12339606,-0.803904118,-0.423923178
2021-05-10,UNH,-0.004455679,-1.941886002,-0.376390485,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.180146602,0.815381763,-0.765562754,0.986770053,-0.841422725,-0.450962084
2021-05-17,UNH,-0.000704274,-1.69607749,-0.398719955,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.176500645,0.815377626,-0.704626023,0.987353656,-0.841422725,-0.447839852
2021-05-24,UNH,0.015363093,-1.86812181,-0.414195085,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.217371132,0.762730206,-0.64907342,0.925072358,-0.784026733,-0.411524002
2021-05-31,UNH,0.019290461,0.442650277,-0.4166584,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.17914922,0.812173535,-0.514815477,0.981184327,-0.841422725,-0.43086514
2021-06-07,UNH,0.021645567,2.49574719,-0.406627565,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.153036586,0.805478523,-0.491849263,0.981085373,-0.840125771,-0.43377527
2021-06-21,UNH,-0.010831254,0.446565483,-0.388372785,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.137842332,0.757887703,-0.496919628,0.930791348,-0.783658985,-0.440676894
2021-06-28,UNH,-0.006695354,0.351629584,-0.369015041,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.169297681,0.801305964,-0.032559492,0.975304399,-0.840125771,-0.436222182
2021-07-05,UNH,-0.018249926,0.31937941,-0.368903039,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.263349398,0.805296188,-0.689901105,0.973730603,-0.78222067,-0.592333969
2021-07-12,UNH,0.004776716,0.327986923,-0.371120013,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.272305544,0.806944548,-0.811733056,0.972838005,-0.787938455,-0.665282598
2021-07-19,UNH,0.013206317,0.27278827,-0.369018911,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.295888083,0.81366305,-0.699004543,0.98233934,-0.787938455,-0.667478449
2021-07-26,UNH,-0.007010461,0.326061248,-0.363812281,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.282300457,0.809561879,-0.810148395,0.985265963,-0.787938455,-0.667624945
2021-08-02,UNH,0.013215607,-0.016592706,-0.362044831,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.270543227,0.800291477,-0.81703802,0.966117332,-0.787938455,-0.617078804
2021-08-09,UNH,-0.047758543,0.249682049,-0.3379471,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.235323581,0.753679089,-0.658850658,0.907731645,-0.732295116,-0.665305498
2021-08-16,UNH,0.025812558,0.167654403,-0.36572838,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.255147191,0.794286628,-1.052574118,0.960583903,-0.781418357,-0.655812203
2021-08-23,UNH,-0.009743128,0.323380634,-0.359619197,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.312753387,0.808837089,-0.658086409,0.948429734,-0.781418357,-0.562734199
2021-08-30,UNH,0.045849026,0.254463594,-0.359200499,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.279263121,0.799446953,-0.767923342,0.947632912,-0.781418357,-0.562734199
2021-09-06,UNH,-0.042947403,-0.875161558,-0.353817723,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.288211694,0.800353387,-0.823591331,0.946715957,-0.7816832,-0.561881305
2019-04-08,DIS,-0.018209341,0.955283113,-0.494951133,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.250650839,0.313685922,0.375461752,-0.421989673,-0.38456766,0.511176492
2019-04-15,DIS,-0.054865701,1.018373632,-0.48474918,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.332407779,0.40168659,2.27198024,-0.299978091,-0.399318787,0.567244224
2019-04-22,DIS,0.040771471,0.959705012,-0.505585616,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.338960592,0.406003065,0.794995635,-0.302416983,-0.399318787,0.567244224
2019-04-29,DIS,0.002161199,0.87498175,-0.496321744,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.387801231,0.424172166,0.154715318,-0.309982994,-0.399318787,0.55527639
2019-05-06,DIS,-0.007432798,0.991187682,-0.505898823,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.33722726,0.487108985,0.437417293,-0.243037071,-0.556515174,0.488224173
2019-05-13,DIS,0.016802253,1.005705179,-0.497227381,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.31878424,0.412542804,0.454116589,-0.351449298,-0.447657866,0.166678596
2019-05-20,DIS,0.005663962,1.011523094,-0.493726647,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.339494677,0.417858473,-0.001440571,-0.352356987,-0.447657866,0.166678596
2019-05-27,DIS,-0.044438656,0.963318956,-0.498819,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.33756698,0.417999868,-0.533633689,-0.35162844,-0.447657866,0.165836617
2019-06-03,DIS,-0.025815781,0.911324473,-0.495839198,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.352047461,0.424237965,-0.47071683,-0.349271971,-0.441146492,0.16742909
2019-06-10,DIS,0.010075456,0.957253273,-0.517449246,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.359388192,0.461565591,-0.51666772,-0.284819215,-0.459797709,0.14635965
2019-06-17,DIS,0.004216206,1.00025041,-0.495725653,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.365828746,0.429005473,0.379263491,-0.346287095,-0.441146492,0.167851492
2019-06-24,DIS,-0.01992341,1.008736694,-0.498630837,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.340313386,0.420733074,-0.10085526,-0.346699222,-0.441146492,0.168159158
2019-07-01,DIS,-0.023088612,1.021726635,-0.500138302,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.388425454,0.421568875,0.221765927,-0.342986086,-0.441146492,0.168534939
2019-07-08,DIS,0.035335408,1.011144201,-0.503410635,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.449482718,0.416182098,-0.180941418,-0.343658381,-0.361451497,0.094897253
2019-07-15,DIS,-0.033746468,0.980655126,-0.501549981,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.458295844,0.417651382,-0.001214413,-0.345154306,-0.361451497,0.09421978
2019-07-22,DIS,0.020534172,0.994939878,-0.495862013,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.437739462,0.410219008,-0.47713862,-0.346292495,-0.361451497,0.095523697
2019-07-29,DIS,0.022768021,1.018310573,-0.497005382,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.444631766,0.413466678,-0.306227108,-0.34500275,-0.361451497,0.095256748
2019-08-05,DIS,0.024259588,1.035963974,-0.496678549,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.456656997,0.415377881,-0.403748736,-0.332095886,-0.359932076,0.066071518
2019-08-12,DIS,0.026456336,0.936241161,-0.48249737,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.407964132,0.308429352,0.835234665,-0.431474706,-0.330765948,0.021666365
2019-08-19,DIS,-0.041578095,0.946196782,-0.362608717,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.445609645,0.401182056,-0.319212741,-0.3364252,-0.359932076,0.066071518
2019-08-26,DIS,-0.016546062,1.010170226,-0.376364588,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.478434318,0.347180144,-0.053555357,-0.384855938,-0.301197341,0.090908474
2019-09-02,DIS,0.011024367,0.960640665,-0.367181856,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.455050572,0.396309148,-0.44081731,-0.351503884,-0.359932076,0.068013509
2019-09-09,DIS,0.042553343,0.99700557,-0.364578716,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.447693867,0.39290305,-0.723776101,-0.353161196,-0.41271921,0.070558976
2019-09-16,DIS,0.017618512,1.004698567,-0.360567147,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.415109755,0.381977735,-0.414485654,-0.353044468,-0.41271921,0.059382974
2019-09-23,DIS,-0.002382489,0.977698409,-0.363400754,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.396468295,0.374472212,-0.088480231,-0.351932133,-0.41271921,0.059382974
2019-09-30,DIS,0.001920885,0.970110314,-0.364832181,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.440708815,0.373306719,-0.116013857,-0.352140155,-0.41271921,0.059382974
2019-10-07,DIS,-0.006668902,0.935818688,-0.359522776,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.445238723,0.38906905,-0.542042688,-0.341730961,-0.602750025,-0.19121286
2019-10-14,DIS,-7.63E-05,0.998639809,-0.351946501,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.432714017,0.353371776,-0.44442599,-0.356138818,-0.661642938,-0.215267012
2019-10-21,DIS,-0.014034042,1.018571258,-0.35526736,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.436948983,0.351912355,-0.429028147,-0.356843607,-0.661642938,-0.21494095
2019-10-28,DIS,-0.038496231,1.013595643,-0.354686027,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.415427018,0.348099797,-0.283141251,-0.359198823,-0.661642938,-0.226166705
2019-11-04,DIS,-0.047491429,1.018990805,-0.355870472,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.413627254,0.346349918,-0.158767172,-0.357582469,-0.660830387,-0.227425732
2019-11-11,DIS,-0.024714486,0.959976514,-0.36810175,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.437507943,0.286780182,0.305091691,-0.403628411,-0.665184648,-0.155092987
2019-11-18,DIS,-0.02194379,0.879634785,-0.373010594,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.473239392,0.440226883,2.408683211,-0.335325896,-0.650152415,-0.115859952
