kappa,theta,sigma,T,P
0.14999999999999997,0.02,0.039999999999999994,1,0.9711986482216847
0.14999999999999997,0.02,0.039999999999999994,2,0.9491285498970109
0.14999999999999997,0.02,0.039999999999999994,5,0.9122450730781843
0.14999999999999997,0.02,0.039999999999999994,10,0.9101064470989902
0.14999999999999997,0.02,0.039999999999999994,15,0.9471817813168615
0.14999999999999997,0.02,0.039999999999999994,30,1.160390425097491
0.14999999999999997,0.02,0.045,1,0.9712146129492556
0.14999999999999997,0.02,0.045,2,0.9504070531876129
0.14999999999999997,0.02,0.045,5,0.9228049857089263
0.14999999999999997,0.02,0.045,10,0.9490138881123995
0.14999999999999997,0.02,0.045,15,1.0272149399846033
0.14999999999999997,0.02,0.045,30,1.4407395879556386
0.14999999999999997,0.025,0.01,1,0.9707957337801254
0.14999999999999997,0.025,0.01,2,0.9433455203303817
0.14999999999999997,0.025,0.01,5,0.8694628066518179
0.14999999999999997,0.025,0.01,10,0.7664040172461596
0.14999999999999997,0.025,0.01,15,0.6799513427187587
0.14999999999999997,0.025,0.01,30,0.4809243144601218
0.14999999999999997,0.025,0.015,1,0.9708004273130112
0.14999999999999997,0.025,0.015,2,0.9437190820132781
0.14999999999999997,0.025,0.015,5,0.8724109904649018
0.14999999999999997,0.025,0.015,10,0.7758985535886121
0.14999999999999997,0.025,0.015,15,0.6963683266750065
0.14999999999999997,0.025,0.015,30,0.5125288410127635
0.14999999999999997,0.025,0.019999999999999997,1,0.9708069982971738
0.14999999999999997,0.025,0.019999999999999997,2,0.9442423169034795
0.14999999999999997,0.025,0.019999999999999997,5,0.8765552499042468
0.14999999999999997,0.025,0.019999999999999997,10,0.7893888357681349
0.14999999999999997,0.025,0.019999999999999997,15,0.720020154324664
0.14999999999999997,0.025,0.019999999999999997,30,0.5602946985499955
0.14999999999999997,0.025,0.024999999999999998,1,0.9708154467707362
0.14999999999999997,0.025,0.024999999999999998,2,0.944915473771362
0.14999999999999997,0.025,0.024999999999999998,5,0.8819125239290867
0.14999999999999997,0.025,0.024999999999999998,10,0.8070786994512713
0.14999999999999997,0.025,0.024999999999999998,15,0.75161383588836
0.14999999999999997,0.025,0.024999999999999998,30,0.6283062028306436
0.14999999999999997,0.025,0.03,1,0.9708257727827142
0.14999999999999997,0.025,0.03,2,0.9457388728023173
0.14999999999999997,0.025,0.03,5,0.8885047881734701
0.14999999999999997,0.025,0.03,10,0.8292388849024679
0.14999999999999997,0.025,0.03,15,0.7921170267826741
0.14999999999999997,0.025,0.03,30,0.7227411975421792
0.14999999999999997,0.025,0.034999999999999996,1,0.9708379763930172
0.14999999999999997,0.025,0.034999999999999996,2,0.9467129058505915
0.14999999999999997,0.025,0.034999999999999996,5,0.8963592052505355
0.14999999999999997,0.025,0.034999999999999996,10,0.8562139518939509
0.14999999999999997,0.025,0.034999999999999996,15,0.8428075177437305
0.14999999999999997,0.025,0.034999999999999996,30,0.852807290730639
0.14999999999999997,0.025,0.039999999999999994,1,0.970852057672448
0.14999999999999997,0.025,0.039999999999999994,2,0.9478380367501062
0.14999999999999997,0.025,0.039999999999999994,5,0.9055083113580082
0.14999999999999997,0.025,0.039999999999999994,10,0.8884312160922317
0.14999999999999997,0.025,0.039999999999999994,15,0.9053404452349678
0.14999999999999997,0.025,0.039999999999999994,30,1.0322279818414146
0.14999999999999997,0.025,0.045,1,0.9708680167027048
0.14999999999999997,0.025,0.045,2,0.9491148016826059
0.14999999999999997,0.025,0.045,5,0.9159902409803695
0.14999999999999997,0.025,0.045,10,0.926412031682279
0.14999999999999997,0.025,0.045,15,0.9818381745315314
0.14999999999999997,0.025,0.045,30,1.2816132269529323
0.14999999999999997,0.030000000000000002,0.01,1,0.970449287018504
0.14999999999999997,0.030000000000000002,0.01,2,0.9420628702655489
0.14999999999999997,0.030000000000000002,0.01,5,0.8630419840835969
0.14999999999999997,0.030000000000000002,0.01,10,0.7481512247609841
0.14999999999999997,0.030000000000000002,0.01,15,0.6499147930181548
0.14999999999999997,0.030000000000000002,0.01,30,0.4278073343219202
0.14999999999999997,0.030000000000000002,0.015,1,0.970453978876414
0.14999999999999997,0.030000000000000002,0.015,2,0.9424359240232933
0.14999999999999997,0.030000000000000002,0.015,5,0.8659683961026288
0.14999999999999997,0.030000000000000002,0.015,10,0.7574196378085399
0.14999999999999997,0.030000000000000002,0.015,15,0.6656065639723013
0.14999999999999997,0.030000000000000002,0.015,30,0.45592121388771023
0.14999999999999997,0.030000000000000002,0.019999999999999997,1,0.9704605475155971
0.14999999999999997,0.030000000000000002,0.019999999999999997,2,0.9429584474803546
0.14999999999999997,0.030000000000000002,0.019999999999999997,5,0.8700820509498819
0.14999999999999997,0.030000000000000002,0.019999999999999997,10,0.7705886334138168
0.14999999999999997,0.030000000000000002,0.019999999999999997,15,0.6882135826009657
0.14999999999999997,0.030000000000000002,0.019999999999999997,30,0.49841144274532867
0.14999999999999997,0.030000000000000002,0.024999999999999998,1,0.9704689929741624
0.14999999999999997,0.030000000000000002,0.024999999999999998,2,0.9436306890688599
0.14999999999999997,0.030000000000000002,0.024999999999999998,5,0.8753997624934982
0.14999999999999997,0.030000000000000002,0.024999999999999998,10,0.7878571926626947
0.14999999999999997,0.030000000000000002,0.024999999999999998,15,0.718411627261117
0.14999999999999997,0.030000000000000002,0.024999999999999998,30,0.5589112334082117
0.14999999999999997,0.030000000000000002,0.03,1,0.9704793153011084
0.14999999999999997,0.030000000000000002,0.03,2,0.944452968538851
0.14999999999999997,0.030000000000000002,0.03,5,0.8819433440815192
0.14999999999999997,0.030000000000000002,0.03,10,0.8094896078290655
0.14999999999999997,0.030000000000000002,0.03,15,0.7571256076194748
0.14999999999999997,0.030000000000000002,0.03,30,0.6429161009924159
0.14999999999999997,0.030000000000000002,0.034999999999999996,1,0.9704915145563229
0.14999999999999997,0.030000000000000002,0.034999999999999996,2,0.9454256772117764
0.14999999999999997,0.030000000000000002,0.034999999999999996,5,0.8897397577361923
0.14999999999999997,0.030000000000000002,0.034999999999999996,10,0.8358222325981833
0.14999999999999997,0.030000000000000002,0.034999999999999996,15,0.8055768685717898
0.14999999999999997,0.030000000000000002,0.034999999999999996,30,0.758616694494505
0.14999999999999997,0.030000000000000002,0.039999999999999994,1,0.9705055908105836
0.14999999999999997,0.030000000000000002,0.039999999999999994,2,0.9465492782908912
0.14999999999999997,0.030000000000000002,0.039999999999999994,5,0.8988212993814195
0.14999999999999997,0.030000000000000002,0.039999999999999994,10,0.8672722056228553
0.14999999999999997,0.030000000000000002,0.039999999999999994,15,0.8653474316605911
0.14999999999999997,0.030000000000000002,0.039999999999999994,30,0.9182207845319662
0.14999999999999997,0.030000000000000002,0.045,1,0.9705215441455596
0.14999999999999997,0.030000000000000002,0.045,2,0.9478243072289029
0.14999999999999997,0.030000000000000002,0.045,5,0.909225821885543
0.14999999999999997,0.030000000000000002,0.045,10,0.9043484644389522
0.14999999999999997,0.030000000000000002,0.045,15,0.9384659076140961
0.14999999999999997,0.030000000000000002,0.045,30,1.1400620051201666
0.14999999999999997,0.035,0.01,1,0.9701029638929416
0.14999999999999997,0.035,0.01,2,0.9407819641971135
0.14999999999999997,0.035,0.01,5,0.8566685781065598
0.14999999999999997,0.035,0.01,10,0.7303331435064516
0.14999999999999997,0.035,0.01,15,0.6212050946100411
0.14999999999999997,0.035,0.01,30,0.3805570019995384
0.14999999999999997,0.035,0.015,1,0.9701076540764737
0.14999999999999997,0.035,0.015,2,0.9411545107203227
0.14999999999999997,0.035,0.015,5,0.8595733791122258
0.14999999999999997,0.035,0.015,10,0.7393808186452583
0.14999999999999997,0.035,0.015,15,0.636203688525563
0.14999999999999997,0.035,0.015,30,0.40556576847870834
0.14999999999999997,0.035,0.019999999999999997,1,0.970114220371514
0.14999999999999997,0.035,0.019999999999999997,2,0.9416763237115666
0.14999999999999997,0.035,0.019999999999999997,5,0.8636566553766585
0.14999999999999997,0.035,0.019999999999999997,10,0.7522361794853039
0.14999999999999997,0.035,0.019999999999999997,15,0.6578120521094305
0.14999999999999997,0.035,0.019999999999999997,30,0.44336304966361173
0.14999999999999997,0.035,0.024999999999999998,1,0.9701226628161582
0.14999999999999997,0.035,0.024999999999999998,2,0.9423476512651839
0.14999999999999997,0.035,0.024999999999999998,5,0.8689350966006828
0.14999999999999997,0.035,0.024999999999999998,10,0.7690934681492229
0.14999999999999997,0.035,0.024999999999999998,15,0.6866761115087117
0.14999999999999997,0.035,0.024999999999999998,30,0.4971807781342074
0.14999999999999997,0.035,0.03,1,0.9701329814593872
0.14999999999999997,0.035,0.03,2,0.9431688126964577
0.14999999999999997,0.035,0.03,5,0.8754303550447857
0.14999999999999997,0.035,0.03,10,0.7902106824866578
0.14999999999999997,0.035,0.03,15,0.7236799189148513
0.14999999999999997,0.035,0.03,30,0.5719075020504386
0.14999999999999997,0.035,0.034999999999999996,1,0.9701451763610673
0.14999999999999997,0.035,0.034999999999999996,2,0.9441401987947639
0.14999999999999997,0.035,0.034999999999999996,5,0.8831691936216496
0.14999999999999997,0.035,0.034999999999999996,10,0.8159161655332834
0.14999999999999997,0.035,0.034999999999999996,15,0.7699908668532496
0.14999999999999997,0.035,0.034999999999999996,30,0.6748292321383798
0.14999999999999997,0.035,0.039999999999999994,1,0.9701592475919515
0.14999999999999997,0.035,0.039999999999999994,2,0.9452622721335482
0.14999999999999997,0.035,0.039999999999999994,5,0.8921836697557315
0.14999999999999997,0.035,0.039999999999999994,10,0.8466171213054802
0.14999999999999997,0.035,0.039999999999999994,15,0.8271210917648052
0.14999999999999997,0.035,0.039999999999999994,30,0.8168054189370278
0.14999999999999997,0.035,0.045,1,0.970175195233679
0.14999999999999997,0.035,0.045,2,0.9465355674374727
0.14999999999999997,0.035,0.045,5,0.902511356778918
0.14999999999999997,0.035,0.045,10,0.8828103664067891
0.14999999999999997,0.035,0.045,15,0.8970095913964335
0.14999999999999997,0.035,0.045,30,1.014144788914814
0.14999999999999997,0.04000000000000001,0.01,1,0.9697567643593163
0.14999999999999997,0.04000000000000001,0.01,2,0.9395027997537945
0.14999999999999997,0.04000000000000001,0.01,5,0.8503422385579205
0.14999999999999997,0.04000000000000001,0.01,10,0.7129394203349986
0.14999999999999997,0.04000000000000001,0.01,15,0.5937636344256753
0.14999999999999997,0.04000000000000001,0.01,30,0.33852535978707293
0.14999999999999997,0.04000000000000001,0.015,1,0.969761452869068
0.14999999999999997,0.04000000000000001,0.015,2,0.9398748397321462
0.14999999999999997,0.04000000000000001,0.015,5,0.853225588143571
0.14999999999999997,0.04000000000000001,0.015,10,0.7217716146920431
0.14999999999999997,0.04000000000000001,0.015,15,0.6080996720915376
0.14999999999999997,0.04000000000000001,0.015,30,0.36077196575072357
0.14999999999999997,0.04000000000000001,0.019999999999999997,1,0.9697680168208022
0.14999999999999997,0.04000000000000001,0.019999999999999997,2,0.9403959432235806
0.14999999999999997,0.04000000000000001,0.019999999999999997,5,0.857278710165418
0.14999999999999997,0.04000000000000001,0.019999999999999997,10,0.7343208103392461
0.14999999999999997,0.04000000000000001,0.019999999999999997,15,0.6287534957753287
0.14999999999999997,0.04000000000000001,0.019999999999999997,30,0.39439462449793555
0.14999999999999997,0.04000000000000001,0.024999999999999998,1,0.9697764562526008
0.14999999999999997,0.04000000000000001,0.024999999999999998,2,0.9410663579851067
0.14999999999999997,0.04000000000000001,0.024999999999999998,5,0.8625181710739221
0.14999999999999997,0.04000000000000001,0.024999999999999998,10,0.750776623299853
0.14999999999999997,0.04000000000000001,0.024999999999999998,15,0.6563424981223787
0.14999999999999997,0.04000000000000001,0.024999999999999998,30,0.4422683091173385
0.14999999999999997,0.04000000000000001,0.03,1,0.9697867712134274
0.14999999999999997,0.04000000000000001,0.03,2,0.9418864028978404
0.14999999999999997,0.04000000000000001,0.03,5,0.8689654632316178
0.14999999999999997,0.04000000000000001,0.03,10,0.7713909069082042
0.14999999999999997,0.04000000000000001,0.03,15,0.6917116787097493
0.14999999999999997,0.04000000000000001,0.03,30,0.5087416389116544
0.14999999999999997,0.04000000000000001,0.034999999999999996,1,0.969798961763127
0.14999999999999997,0.04000000000000001,0.034999999999999996,2,0.9428564682198085
0.14999999999999997,0.04000000000000001,0.034999999999999996,5,0.87664715191201
0.14999999999999997,0.04000000000000001,0.034999999999999996,10,0.7964841843332217
0.14999999999999997,0.04000000000000001,0.034999999999999996,15,0.7359768610145776
0.14999999999999997,0.04000000000000001,0.034999999999999996,30,0.6002959015447475
0.14999999999999997,0.04000000000000001,0.039999999999999994,1,0.9698130279724271
0.14999999999999997,0.04000000000000001,0.039999999999999994,2,0.9439770158955036
0.14999999999999997,0.04000000000000001,0.039999999999999994,5,0.885595057801385
0.14999999999999997,0.04000000000000001,0.039999999999999994,10,0.826453961559643
0.14999999999999997,0.04000000000000001,0.039999999999999994,15,0.7905833835195738
0.14999999999999997,0.04000000000000001,0.039999999999999994,30,0.726591146316692
0.14999999999999997,0.04000000000000001,0.045,1,0.969828969922938
0.14999999999999997,0.04000000000000001,0.045,2,0.9452485799225323
0.14999999999999997,0.04000000000000001,0.045,5,0.8958464767594988
0.14999999999999997,0.04000000000000001,0.045,10,0.8617852229326137
0.14999999999999997,0.04000000000000001,0.045,15,0.8573845896041485
0.14999999999999997,0.04000000000000001,0.045,30,0.9021348385122843
0.14999999999999997,0.045000000000000005,0.01,1,0.9694106883735222
0.14999999999999997,0.045000000000000005,0.01,2,0.9382253745675354
0.14999999999999997,0.045000000000000005,0.01,5,0.8440626178607804
0.14999999999999997,0.045000000000000005,0.01,10,0.6959599486711695
0.14999999999999997,0.045000000000000005,0.01,15,0.5675343886026919
0.14999999999999997,0.045000000000000005,0.01,30,0.3011360154111847
0.14999999999999997,0.045000000000000005,0.015,1,0.9694153752100908
0.14999999999999997,0.045000000000000005,0.015,2,0.9385969086897696
0.14999999999999997,0.045000000000000005,0.015,5,0.8469246744411982
0.14999999999999997,0.045000000000000005,0.015,10,0.7045817941689174
0.14999999999999997,0.045000000000000005,0.015,15,0.5812371381480562
0.14999999999999997,0.045000000000000005,0.015,30,0.32092553511077276
0.14999999999999997,0.045000000000000005,0.019999999999999997,1,0.969421936819355
0.14999999999999997,0.045000000000000005,0.019999999999999997,2,0.9391173036460886
0.14999999999999997,0.045000000000000005,0.019999999999999997,5,0.8509478649039832
0.14999999999999997,0.045000000000000005,0.019999999999999997,10,0.7168321162992158
0.14999999999999997,0.045000000000000005,0.019999999999999997,15,0.6009785883094932
0.14999999999999997,0.045000000000000005,0.019999999999999997,30,0.3508346488298569
0.14999999999999997,0.045000000000000005,0.024999999999999998,1,0.9694303732393832
0.14999999999999997,0.045000000000000005,0.024999999999999998,2,0.9397868068566309
0.14999999999999997,0.045000000000000005,0.024999999999999998,5,0.8561486333594126
0.14999999999999997,0.045000000000000005,0.024999999999999998,10,0.7328960151617936
0.14999999999999997,0.045000000000000005,0.024999999999999998,15,0.6273488586854087
0.14999999999999997,0.045000000000000005,0.024999999999999998,30,0.3934207955173798
0.14999999999999997,0.045000000000000005,0.03,1,0.9694406845191216
0.14999999999999997,0.045000000000000005,0.03,2,0.9406057367689349
0.14999999999999997,0.045000000000000005,0.03,5,0.8625483134528851
0.14999999999999997,0.045000000000000005,0.03,10,0.7530193459143839
0.14999999999999997,0.045000000000000005,0.03,15,0.6611556213704418
0.14999999999999997,0.045000000000000005,0.03,30,0.4525522995144941
0.14999999999999997,0.045000000000000005,0.034999999999999996,1,0.9694528707183937
0.14999999999999997,0.045000000000000005,0.034999999999999996,2,0.9415744831104007
0.14999999999999997,0.045000000000000005,0.034999999999999996,5,0.8701732742782571
0.14999999999999997,0.045000000000000005,0.034999999999999996,10,0.7775149980982686
0.14999999999999997,0.045000000000000005,0.034999999999999996,15,0.7034654088333553
0.14999999999999997,0.045000000000000005,0.034999999999999996,30,0.5339946052270707
