kappa,theta,sigma,T,P
0.13,0.05500000000000001,0.039999999999999994,15,0.7538054433957542
0.13,0.05500000000000001,0.039999999999999994,30,0.6561155627950307
0.13,0.05500000000000001,0.045,1,0.9690125505015004
0.13,0.05500000000000001,0.045,2,0.9431598956603235
0.13,0.05500000000000001,0.045,5,0.8885939801753692
0.13,0.05500000000000001,0.045,10,0.8453204584959448
0.13,0.05500000000000001,0.045,15,0.8332965699387964
0.13,0.05500000000000001,0.045,30,0.8649149687126327
0.13999999999999999,0.02,0.01,1,0.9710982147757586
0.13999999999999999,0.02,0.01,2,0.9444963252868933
0.13999999999999999,0.02,0.01,5,0.8754491505246303
0.13999999999999999,0.02,0.01,10,0.7842766419932522
0.13999999999999999,0.02,0.01,15,0.7106850472869457
0.13999999999999999,0.02,0.01,30,0.5417061620056189
0.13999999999999999,0.02,0.015,1,0.9711029329628463
0.13999999999999999,0.02,0.015,2,0.9448984543536013
0.13999999999999999,0.02,0.015,5,0.8786723266339771
0.13999999999999999,0.02,0.015,10,0.7949570750361049
0.13999999999999999,0.02,0.015,15,0.7297296085872675
0.13999999999999999,0.02,0.015,30,0.581947996162742
0.13999999999999999,0.02,0.019999999999999997,1,0.9711095384632812
0.13999999999999999,0.02,0.019999999999999997,2,0.9454617226971347
0.13999999999999999,0.02,0.019999999999999997,5,0.8832047193540906
0.13999999999999999,0.02,0.019999999999999997,10,0.8101544771076488
0.13999999999999999,0.02,0.019999999999999997,15,0.7572524270025432
0.13999999999999999,0.02,0.019999999999999997,30,0.643358049295725
0.13999999999999999,0.02,0.024999999999999998,1,0.9711180313155756
0.13999999999999999,0.02,0.024999999999999998,2,0.9461864182615967
0.13999999999999999,0.02,0.024999999999999998,5,0.8890664512728512
0.13999999999999999,0.02,0.024999999999999998,10,0.8301216738831309
0.13999999999999999,0.02,0.024999999999999998,15,0.7941696679153268
0.13999999999999999,0.02,0.024999999999999998,30,0.7319298536119735
0.13999999999999999,0.02,0.03,1,0.9711284115692465
0.13999999999999999,0.02,0.03,2,0.947072911681173
0.13999999999999999,0.02,0.03,5,0.8962836483631552
0.13999999999999999,0.02,0.03,10,0.8551955437311152
0.13999999999999999,0.02,0.03,15,0.8417436207627068
0.13999999999999999,0.02,0.03,30,0.8569082897264404
0.13999999999999999,0.02,0.034999999999999996,1,0.9711406792848151
0.13999999999999999,0.02,0.034999999999999996,2,0.9481216565960742
0.13999999999999999,0.02,0.034999999999999996,5,0.9048886341456822
0.13999999999999999,0.02,0.034999999999999996,10,0.885806503505715
0.13999999999999999,0.02,0.034999999999999996,15,0.9016547762992297
0.13999999999999999,0.02,0.034999999999999996,30,1.0323985541057459
0.13999999999999999,0.02,0.039999999999999994,1,0.9711548345338081
0.13999999999999999,0.02,0.039999999999999994,2,0.949333190039455
0.13999999999999999,0.02,0.039999999999999994,5,0.9149201710661876
0.13999999999999999,0.02,0.039999999999999994,10,0.9224908328980196
0.13999999999999999,0.02,0.039999999999999994,15,0.9761007746881475
0.13999999999999999,0.02,0.039999999999999994,30,1.2799959384185886
0.13999999999999999,0.02,0.045,1,0.9711708773987584
0.13999999999999999,0.02,0.045,2,0.9507081328957732
0.13999999999999999,0.02,0.045,5,0.9264237516118605
0.13999999999999999,0.02,0.045,10,0.9659063318280562
0.13999999999999999,0.02,0.045,15,1.067930384883508
0.13999999999999999,0.02,0.045,30,1.6331194683837253
0.13999999999999999,0.025,0.01,1,0.970773705947557
0.13999999999999999,0.025,0.01,2,0.9432900386801493
0.13999999999999999,0.025,0.01,5,0.8693242327272551
0.13999999999999999,0.025,0.01,10,0.7663730557093125
0.13999999999999999,0.025,0.01,15,0.680324712137112
0.13999999999999999,0.025,0.01,30,0.48294484148573313
0.13999999999999999,0.025,0.015,1,0.970778422557983
0.13999999999999999,0.025,0.015,2,0.943691654157874
0.13999999999999999,0.025,0.015,5,0.8725248584820731
0.13999999999999999,0.025,0.015,10,0.7768096742047288
0.13999999999999999,0.025,0.015,15,0.6985556932642379
0.13999999999999999,0.025,0.015,30,0.5188214616558863
0.13999999999999999,0.025,0.019999999999999997,1,0.9707850258510785
0.13999999999999999,0.025,0.019999999999999997,2,0.9442542031094515
0.13999999999999999,0.025,0.019999999999999997,5,0.877025541156184
0.13999999999999999,0.025,0.019999999999999997,10,0.7916601476739007
0.13999999999999999,0.025,0.019999999999999997,15,0.724902741914066
0.13999999999999999,0.025,0.019999999999999997,30,0.5735700882288867
0.13999999999999999,0.025,0.024999999999999998,1,0.9707935158653432
0.13999999999999999,0.025,0.024999999999999998,2,0.94497797311123
0.13999999999999999,0.025,0.024999999999999998,5,0.8828462625535098
0.13999999999999999,0.025,0.024999999999999998,10,0.8111715302491668
0.13999999999999999,0.025,0.024999999999999998,15,0.7602428850516847
0.13999999999999999,0.025,0.024999999999999998,30,0.6525341078317729
0.13999999999999999,0.025,0.03,1,0.9708038926502774
0.13999999999999999,0.025,0.03,2,0.9458633343240307
0.13999999999999999,0.025,0.03,5,0.8900129658614175
0.13999999999999999,0.025,0.03,10,0.8356730099885349
0.13999999999999999,0.025,0.03,15,0.8057844873404554
0.13999999999999999,0.025,0.03,30,0.7639555670135683
0.13999999999999999,0.025,0.034999999999999996,1,0.9708161562663822
0.13999999999999999,0.025,0.034999999999999996,2,0.9469107398086865
0.13999999999999999,0.025,0.034999999999999996,5,0.8985577484550625
0.13999999999999999,0.025,0.034999999999999996,10,0.8655851781248094
0.13999999999999999,0.025,0.034999999999999996,15,0.8631362492774557
0.13999999999999999,0.025,0.034999999999999996,30,0.9204096077044954
0.13999999999999999,0.025,0.039999999999999994,1,0.9708303067851604
0.13999999999999999,0.025,0.039999999999999994,2,0.9481207259124672
0.13999999999999999,0.025,0.039999999999999994,5,0.9085191015859297
0.13999999999999999,0.025,0.039999999999999994,10,0.9014320720748518
0.13999999999999999,0.025,0.039999999999999994,15,0.9344019282403775
0.13999999999999999,0.025,0.039999999999999994,30,1.1411489824912413
0.13999999999999999,0.025,0.045,1,0.970846344289117
0.13999999999999999,0.025,0.045,2,0.9494939127268525
0.13999999999999999,0.025,0.045,5,0.9199421994614492
0.13999999999999999,0.025,0.045,10,0.9438564754022211
0.13999999999999999,0.025,0.045,15,1.0223085942949364
0.13999999999999999,0.025,0.045,30,1.455967604034126
0.13999999999999999,0.030000000000000002,0.01,1,0.9704493055594471
0.13999999999999999,0.030000000000000002,0.01,2,0.9420852927118795
0.13999999999999999,0.030000000000000002,0.01,5,0.863242166782557
0.13999999999999999,0.030000000000000002,0.01,10,0.7488781752119071
0.13999999999999999,0.030000000000000002,0.01,15,0.6512613649483012
0.13999999999999999,0.030000000000000002,0.01,30,0.43055762750444887
0.13999999999999999,0.030000000000000002,0.015,1,0.9704540205937382
0.13999999999999999,0.030000000000000002,0.015,2,0.9424863952565639
0.13999999999999999,0.030000000000000002,0.015,5,0.8664203999522241
0.13999999999999999,0.030000000000000002,0.015,10,0.7590765449954017
0.13999999999999999,0.030000000000000002,0.015,15,0.6687135218983282
0.13999999999999999,0.030000000000000002,0.015,30,0.4625425482167569
0.13999999999999999,0.030000000000000002,0.019999999999999997,1,0.9704606216802322
0.13999999999999999,0.030000000000000002,0.019999999999999997,2,0.9430482257349745
0.13999999999999999,0.030000000000000002,0.019999999999999997,5,0.8708895944337947
0.13999999999999999,0.030000000000000002,0.019999999999999997,10,0.7735880096010214
0.13999999999999999,0.030000000000000002,0.019999999999999997,15,0.6939350294518979
0.13999999999999999,0.030000000000000002,0.019999999999999997,30,0.5113523433351389
0.13999999999999999,0.030000000000000002,0.024999999999999998,1,0.9704691088574157
0.13999999999999999,0.030000000000000002,0.024999999999999998,2,0.9437710713561746
0.13999999999999999,0.030000000000000002,0.024999999999999998,5,0.8766695922322013
0.13999999999999999,0.030000000000000002,0.024999999999999998,10,0.7926539833718541
0.13999999999999999,0.030000000000000002,0.024999999999999998,15,0.7277654481426646
0.13999999999999999,0.030000000000000002,0.024999999999999998,30,0.5817507781415657
0.13999999999999999,0.030000000000000002,0.03,1,0.9704794821747723
0.13999999999999999,0.030000000000000002,0.03,2,0.9446553018082253
0.13999999999999999,0.030000000000000002,0.03,5,0.883786155028107
0.13999999999999999,0.030000000000000002,0.03,10,0.8165961396109289
0.13999999999999999,0.030000000000000002,0.03,15,0.7713615215167272
0.13999999999999999,0.030000000000000002,0.03,30,0.6810858470716161
0.13999999999999999,0.030000000000000002,0.034999999999999996,1,0.9704917416927832
0.13999999999999999,0.030000000000000002,0.034999999999999996,2,0.9457013695733217
0.13999999999999999,0.030000000000000002,0.034999999999999996,5,0.8922711556333279
0.13999999999999999,0.030000000000000002,0.034999999999999996,10,0.8458254682305165
0.13999999999999999,0.030000000000000002,0.034999999999999996,15,0.8262632266803537
0.13999999999999999,0.030000000000000002,0.034999999999999996,30,0.8205686094635612
0.13999999999999999,0.030000000000000002,0.039999999999999994,1,0.9705058874829271
0.13999999999999999,0.030000000000000002,0.039999999999999994,2,0.946909810313725
0.13999999999999999,0.030000000000000002,0.039999999999999994,5,0.9021628160024389
0.13999999999999999,0.030000000000000002,0.039999999999999994,10,0.8808540438417457
0.13999999999999999,0.030000000000000002,0.039999999999999994,15,0.8944844488810929
0.13999999999999999,0.030000000000000002,0.039999999999999994,30,1.0173633846445367
0.13999999999999999,0.030000000000000002,0.045,1,0.9705219196276815
0.13999999999999999,0.030000000000000002,0.045,2,0.9482812433289494
0.13999999999999999,0.030000000000000002,0.045,5,0.9135059942898967
0.13999999999999999,0.030000000000000002,0.045,10,0.9223099764473736
0.13999999999999999,0.030000000000000002,0.045,15,0.9786357582505641
0.13999999999999999,0.030000000000000002,0.045,30,1.2980322046462713
0.13999999999999999,0.035,0.01,1,0.9701250135751919
0.13999999999999999,0.035,0.01,2,0.94088208541442
0.13999999999999999,0.035,0.01,5,0.8572026528854875
0.13999999999999999,0.035,0.01,10,0.7317826705032752
0.13999999999999999,0.035,0.01,15,0.6234395986321946
0.13999999999999999,0.035,0.01,30,0.38385309186025574
0.13999999999999999,0.035,0.015,1,0.9701297270338749
0.13999999999999999,0.035,0.015,2,0.9412826756811689
0.13999999999999999,0.035,0.015,5,0.8603586501355772
0.13999999999999999,0.035,0.015,10,0.7417482303526242
0.13999999999999999,0.035,0.015,15,0.6401462026314271
0.13999999999999999,0.035,0.015,30,0.4123684633785496
0.13999999999999999,0.035,0.019999999999999997,1,0.9701363259145046
0.13999999999999999,0.035,0.019999999999999997,2,0.9418437886040282
0.13999999999999999,0.035,0.019999999999999997,5,0.864796576725913
0.13999999999999999,0.035,0.019999999999999997,10,0.7559284250405108
0.13999999999999999,0.035,0.019999999999999997,15,0.6642902519983729
0.13999999999999999,0.035,0.019999999999999997,30,0.4558836389843121
0.13999999999999999,0.035,0.024999999999999998,1,0.9701448102555548
0.13999999999999999,0.035,0.024999999999999998,2,0.9425657110252451
0.13999999999999999,0.035,0.024999999999999998,5,0.870536135840516
0.13999999999999999,0.035,0.024999999999999998,10,0.7745591578667378
0.13999999999999999,0.035,0.024999999999999998,15,0.696675441394346
0.13999999999999999,0.035,0.024999999999999998,30,0.5186456367665726
0.13999999999999999,0.035,0.03,1,0.9701551801064927
0.13999999999999999,0.035,0.03,2,0.9434488121607246
0.13999999999999999,0.035,0.03,5,0.8776029089232229
0.13999999999999999,0.035,0.03,10,0.7979547589273229
0.13999999999999999,0.035,0.03,15,0.7384090984928642
0.13999999999999999,0.035,0.03,30,0.6072053809289437
0.13999999999999999,0.035,0.034999999999999996,1,0.9701674355277791
0.13999999999999999,0.035,0.034999999999999996,2,0.9444935439147633
0.13999999999999999,0.035,0.034999999999999996,5,0.8860285457936267
0.13999999999999999,0.035,0.034999999999999996,10,0.8265168359944067
0.13999999999999999,0.035,0.034999999999999996,15,0.7909654128600637
0.13999999999999999,0.035,0.034999999999999996,30,0.7315578164337689
0.13999999999999999,0.035,0.039999999999999994,1,0.9701815765908689
0.13999999999999999,0.035,0.039999999999999994,2,0.9457004412654875
0.13999999999999999,0.035,0.039999999999999994,5,0.8958510009934779
0.13999999999999999,0.035,0.039999999999999994,10,0.8607457739621315
0.13999999999999999,0.035,0.039999999999999994,15,0.8562722369343014
0.13999999999999999,0.035,0.039999999999999994,30,0.9070053711618077
0.13999999999999999,0.035,0.045,1,0.9701976033782121
0.13999999999999999,0.035,0.045,2,0.9470701227214585
0.13999999999999999,0.035,0.045,5,0.907114818835466
0.13999999999999999,0.035,0.045,10,0.9012553442427259
0.13999999999999999,0.035,0.045,15,0.9368286177689628
0.13999999999999999,0.035,0.045,30,1.1572287732436164
0.13999999999999999,0.04000000000000001,0.01,1,0.9698008299585664
0.13999999999999999,0.04000000000000001,0.01,2,0.9396804148226195
0.13999999999999999,0.04000000000000001,0.01,5,0.8512053933285283
0.13999999999999999,0.04000000000000001,0.01,10,0.715077424572261
0.13999999999999999,0.04000000000000001,0.01,15,0.5968063730811454
0.13999999999999999,0.04000000000000001,0.01,30,0.34221480869980736
0.13999999999999999,0.04000000000000001,0.015,1,0.9698055418421678
0.13999999999999999,0.04000000000000001,0.015,2,0.9400804934657013
0.13999999999999999,0.04000000000000001,0.015,5,0.8543393102285326
0.13999999999999999,0.04000000000000001,0.015,10,0.7248154891079956
0.13999999999999999,0.04000000000000001,0.015,15,0.6127992740151894
0.13999999999999999,0.04000000000000001,0.015,30,0.36763698873708434
0.13999999999999999,0.04000000000000001,0.019999999999999997,1,0.9698121385176705
0.13999999999999999,0.04000000000000001,0.019999999999999997,2,0.9406408897494529
0.13999999999999999,0.04000000000000001,0.019999999999999997,5,0.8587461876876422
0.13999999999999999,0.04000000000000001,0.019999999999999997,10,0.7386719761581381
0.13999999999999999,0.04000000000000001,0.019999999999999997,15,0.6359118940120466
0.13999999999999999,0.04000000000000001,0.019999999999999997,30,0.40643187618555104
0.13999999999999999,0.04000000000000001,0.024999999999999998,1,0.9698206200235352
0.13999999999999999,0.04000000000000001,0.024999999999999998,2,0.9413618901497742
0.13999999999999999,0.04000000000000001,0.024999999999999998,5,0.8644455910402011
0.13999999999999999,0.04000000000000001,0.024999999999999998,10,0.7568774037861384
0.13999999999999999,0.04000000000000001,0.024999999999999998,15,0.6669135940441925
0.13999999999999999,0.04000000000000001,0.024999999999999998,30,0.4623857958494137
0.13999999999999999,0.04000000000000001,0.03,1,0.9698309864092127
0.13999999999999999,0.04000000000000001,0.03,2,0.9422438634110168
0.13999999999999999,0.04000000000000001,0.03,5,0.8714629227542137
0.13999999999999999,0.04000000000000001,0.03,10,0.7797389265128486
0.13999999999999999,0.04000000000000001,0.03,15,0.7068643969495961
0.13999999999999999,0.04000000000000001,0.03,30,0.5413390635179283
0.13999999999999999,0.04000000000000001,0.034999999999999996,1,0.9698432377351436
0.13999999999999999,0.04000000000000001,0.034999999999999996,2,0.9432872608603167
0.13999999999999999,0.04000000000000001,0.034999999999999996,5,0.8798296112171732
0.13999999999999999,0.04000000000000001,0.034999999999999996,10,0.8076489841471983
0.13999999999999999,0.04000000000000001,0.034999999999999996,15,0.7571755151859364
0.13999999999999999,0.04000000000000001,0.034999999999999996,30,0.6522024272110659
0.13999999999999999,0.04000000000000001,0.039999999999999994,1,0.969857374072759
0.13999999999999999,0.04000000000000001,0.039999999999999994,2,0.94449261679254
0.13999999999999999,0.04000000000000001,0.039999999999999994,5,0.8895833454289106
0.13999999999999999,0.04000000000000001,0.039999999999999994,10,0.8410965387209777
0.13999999999999999,0.04000000000000001,0.039999999999999994,15,0.8196924436882408
0.13999999999999999,0.04000000000000001,0.039999999999999994,30,0.8086183911600107
0.13999999999999999,0.04000000000000001,0.045,1,0.9698733955044813
0.13999999999999999,0.04000000000000001,0.045,2,0.9458605489263044
0.13999999999999999,0.04000000000000001,0.045,5,0.9007683580560836
0.13999999999999999,0.04000000000000001,0.045,10,0.8806813503794096
0.13999999999999999,0.04000000000000001,0.045,15,0.8968074706771522
0.13999999999999999,0.04000000000000001,0.045,30,1.031698927676349
0.13999999999999999,0.045000000000000005,0.01,1,0.9694767546733579
0.13999999999999999,0.045000000000000005,0.01,2,0.938480278973837
0.13999999999999999,0.045000000000000005,0.01,5,0.845250092487017
0.13999999999999999,0.045000000000000005,0.01,10,0.6987535285322243
0.13999999999999999,0.045000000000000005,0.01,15,0.5713109140511983
0.13999999999999999,0.045000000000000005,0.01,30,0.30509321867356687
0.13999999999999999,0.045000000000000005,0.015,1,0.9694814649824041
0.13999999999999999,0.045000000000000005,0.015,2,0.9388798466466842
0.13999999999999999,0.045000000000000005,0.015,5,0.8483620835180147
0.13999999999999999,0.045000000000000005,0.015,10,0.7082692910519115
0.13999999999999999,0.045000000000000005,0.015,15,0.5866206011843762
0.13999999999999999,0.045000000000000005,0.015,30,0.3277577397173522
0.13999999999999999,0.045000000000000005,0.019999999999999997,1,0.9694880594535163
0.13999999999999999,0.045000000000000005,0.019999999999999997,2,0.9394395272066014
0.13999999999999999,0.045000000000000005,0.019999999999999997,5,0.8527381290753925
0.13999999999999999,0.045000000000000005,0.019999999999999997,10,0.7218094601114224
0.13999999999999999,0.045000000000000005,0.019999999999999997,15,0.6087458542850617
0.13999999999999999,0.045000000000000005,0.019999999999999997,30,0.3623443700408637
0.13999999999999999,0.045000000000000005,0.024999999999999998,1,0.969496538125143
0.13999999999999999,0.045000000000000005,0.024999999999999998,2,0.9401596067636085
0.13999999999999999,0.045000000000000005,0.024999999999999998,5,0.8583976576082574
0.13999999999999999,0.045000000000000005,0.024999999999999998,10,0.7395992914728483
0.13999999999999999,0.045000000000000005,0.024999999999999998,15,0.6384231673657954
0.13999999999999999,0.045000000000000005,0.024999999999999998,30,0.41222871465034827
0.13999999999999999,0.045000000000000005,0.03,1,0.9695069010467182
0.13999999999999999,0.045000000000000005,0.03,2,0.9410404535911064
0.13999999999999999,0.045000000000000005,0.03,5,0.8653658938609521
0.13999999999999999,0.045000000000000005,0.03,10,0.7619389278869946
0.13999999999999999,0.045000000000000005,0.03,15,0.6766672792829148
0.13999999999999999,0.045000000000000005,0.03,30,0.48261756383341514
0.13999999999999999,0.045000000000000005,0.034999999999999996,1,0.9695191482786621
0.13999999999999999,0.045000000000000005,0.034999999999999996,2,0.9420825184398076
0.13999999999999999,0.045000000000000005,0.034999999999999996,5,0.8736740463380795
0.13999999999999999,0.045000000000000005,0.034999999999999996,10,0.7892118504872365
0.13999999999999999,0.045000000000000005,0.034999999999999996,15,0.7248291157561882
0.13999999999999999,0.045000000000000005,0.034999999999999996,30,0.581455076419809
0.13999999999999999,0.045000000000000005,0.039999999999999994,1,0.9695332798923821
0.13999999999999999,0.045000000000000005,0.039999999999999994,2,0.9432863349221903
0.13999999999999999,0.045000000000000005,0.039999999999999994,5,0.8833595403553653
0.13999999999999999,0.045000000000000005,0.039999999999999994,10,0.8218958592058485
0.13999999999999999,0.045000000000000005,0.039999999999999994,15,0.7846753325147828
0.13999999999999999,0.045000000000000005,0.039999999999999994,30,0.720903892426406
0.13999999999999999,0.045000000000000005,0.045,1,0.9695492959702731
0.13999999999999999,0.045000000000000005,0.045,2,0.9446525199679379
0.13999999999999999,0.045000000000000005,0.045,5,0.8944662991138093
0.13999999999999999,0.045000000000000005,0.045,10,0.8605770227723788
0.13999999999999999,0.045000000000000005,0.045,15,0.8584960196643946
0.13999999999999999,0.045000000000000005,0.045,30,0.9197858729221675
0.13999999999999999,0.05,0.01,1,0.9691527876833655
0.13999999999999999,0.05,0.01,2,0.9372816759079377
0.13999999999999999,0.05,0.01,5,0.839336456804574
0.13999999999999999,0.05,0.01,10,0.682802276869942
0.13999999999999999,0.05,0.01,15,0.5469046163648071
0.13999999999999999,0.05,0.01,30,0.2719983756233321
0.13999999999999999,0.05,0.015,1,0.9691574964183826
0.13999999999999999,0.05,0.015,2,0.9376807332631486
0.13999999999999999,0.05,0.015,5,0.8424266753668458
0.13999999999999999,0.05,0.015,10,0.6921008121177629
0.13999999999999999,0.05,0.015,15,0.5615602764656493
0.13999999999999999,0.05,0.015,30,0.2922043734327634
0.13999999999999999,0.05,0.019999999999999997,1,0.9691640886858413
0.13999999999999999,0.05,0.019999999999999997,2,0.9382396990133355
0.13999999999999999,0.05,0.019999999999999997,5,0.8467721047321803
0.13999999999999999,0.05,0.019999999999999997,10,0.7053318841417686
0.13999999999999999,0.05,0.019999999999999997,15,0.5827403428032588
0.13999999999999999,0.05,0.019999999999999997,30,0.32303923533883977
0.13999999999999999,0.05,0.024999999999999998,1,0.969172564524177
0.13999999999999999,0.05,0.024999999999999998,2,0.938958858903106
0.13999999999999999,0.05,0.024999999999999998,5,0.85239203742214
0.13999999999999999,0.05,0.024999999999999998,10,0.7227156065313061
0.13999999999999999,0.05,0.024999999999999998,15,0.6111498465007541
0.13999999999999999,0.05,0.024999999999999998,30,0.36751239918628614
0.13999999999999999,0.05,0.03,1,0.9691829239828073
0.13999999999999999,0.05,0.03,2,0.9398385807355117
0.13999999999999999,0.05,0.03,5,0.8593115217008167
0.13999999999999999,0.05,0.03,10,0.7445452703328853
0.13999999999999999,0.05,0.03,15,0.6477601769562485
0.13999999999999999,0.05,0.03,30,0.4302658511411613
0.13999999999999999,0.05,0.034999999999999996,1,0.9691951671221324
0.13999999999999999,0.05,0.034999999999999996,2,0.9408793146855775
0.13999999999999999,0.05,0.034999999999999996,5,0.8675615477282926
0.13999999999999999,0.05,0.034999999999999996,10,0.7711956025143336
0.13999999999999999,0.05,0.034999999999999996,15,0.6938645485900096
0.13999999999999999,0.05,0.034999999999999996,30,0.5183820111496661
0.13999999999999999,0.05,0.039999999999999994,1,0.9692092940135355
0.13999999999999999,0.05,0.039999999999999994,2,0.9420815936842658
0.13999999999999999,0.05,0.039999999999999994,5,0.8771792789810051
0.13999999999999999,0.05,0.039999999999999994,10,0.8031334957185126
0.13999999999999999,0.05,0.039999999999999994,15,0.7511541459217894
0.13999999999999999,0.05,0.039999999999999994,30,0.6427041825872887
0.13999999999999999,0.05,0.045,1,0.9692253047393843
0.13999999999999999,0.05,0.045,2,0.9434460338733327
0.13999999999999999,0.05,0.045,5,0.8882083313594156
0.13999999999999999,0.05,0.045,10,0.8409316398090114
0.13999999999999999,0.05,0.045,15,0.8218212268271035
0.13999999999999999,0.05,0.045,30,0.8200125340176679
0.13999999999999999,0.05500000000000001,0.01,1,0.9688289289524007
0.13999999999999999,0.05500000000000001,0.01,2,0.9360846036672903
0.13999999999999999,0.05500000000000001,0.01,5,0.8334641947786329
0.13999999999999999,0.05500000000000001,0.01,10,0.6672151628029688
0.13999999999999999,0.05500000000000001,0.01,15,0.5235409512487142
0.13999999999999999,0.05500000000000001,0.01,30,0.24249348006941157
0.13999999999999999,0.05500000000000001,0.015,1,0.9688336361139145
0.13999999999999999,0.05500000000000001,0.015,2,0.9364831513566295
0.13999999999999999,0.05500000000000001,0.015,5,0.8365327931992225
0.13999999999999999,0.05500000000000001,0.015,10,0.6763014296760737
0.13999999999999999,0.05500000000000001,0.015,15,0.5375705242323415
0.13999999999999999,0.05500000000000001,0.015,30,0.2605076417931906
0.13999999999999999,0.05500000000000001,0.019999999999999997,1,0.968840226178456
0.13999999999999999,0.05500000000000001,0.019999999999999997,2,0.937041403210023
0.13999999999999999,0.05500000000000001,0.019999999999999997,5,0.8408478205730296
0.13999999999999999,0.05500000000000001,0.019999999999999997,10,0.6892304607786403
0.13999999999999999,0.05500000000000001,0.019999999999999997,15,0.5578457820124045
0.13999999999999999,0.05500000000000001,0.019999999999999997,30,0.287997706592029
0.13999999999999999,0.05500000000000001,0.024999999999999998,1,0.9688486991844475
0.13999999999999999,0.05500000000000001,0.024999999999999998,2,0.9377596446071326
0.13999999999999999,0.05500000000000001,0.024999999999999998,5,0.8464284344450634
0.13999999999999999,0.05500000000000001,0.024999999999999998,10,0.7062173449135714
0.13999999999999999,0.05500000000000001,0.024999999999999998,15,0.5850416369114777
0.13999999999999999,0.05500000000000001,0.024999999999999998,30,0.3276466649593353
0.13999999999999999,0.05500000000000001,0.03,1,0.9688590551812902
0.13999999999999999,0.05500000000000001,0.03,2,0.938638242881261
0.13999999999999999,0.05500000000000001,0.03,5,0.8532995078338766
0.13999999999999999,0.05500000000000001,0.03,10,0.727548677834828
0.13999999999999999,0.05500000000000001,0.03,15,0.6200879807503714
0.13999999999999999,0.05500000000000001,0.03,30,0.38359296580040886
0.13999999999999999,0.05500000000000001,0.034999999999999996,1,0.968871294229364
0.13999999999999999,0.05500000000000001,0.034999999999999996,2,0.9396776476324813
0.13999999999999999,0.05500000000000001,0.034999999999999996,5,0.8614918140826376
0.13999999999999999,0.05500000000000001,0.034999999999999996,10,0.7535906321861098
0.13999999999999999,0.05500000000000001,0.034999999999999996,15,0.6642227820660048
0.13999999999999999,0.05500000000000001,0.034999999999999996,30,0.4621507668970068
0.13999999999999999,0.05500000000000001,0.039999999999999994,1,0.9688854164000285
0.13999999999999999,0.05500000000000001,0.039999999999999994,2,0.9408783911111099
0.13999999999999999,0.05500000000000001,0.039999999999999994,5,0.8710422566604056
0.13999999999999999,0.05500000000000001,0.039999999999999994,10,0.7847994423141242
0.13999999999999999,0.05500000000000001,0.039999999999999994,15,0.7190649782849686
0.13999999999999999,0.05500000000000001,0.039999999999999994,30,0.5729871494033626
0.13999999999999999,0.05500000000000001,0.045,1,0.9689014217756234
0.13999999999999999,0.05500000000000001,0.045,2,0.9422410886719826
0.13999999999999999,0.05500000000000001,0.045,5,0.8819941463170746
0.13999999999999999,0.05500000000000001,0.045,10,0.8217347246312863
0.13999999999999999,0.05500000000000001,0.045,15,0.786713174427565
0.13999999999999999,0.05500000000000001,0.045,30,0.7310620610096902
0.14999999999999997,0.02,0.01,1,0.9711423042219434
0.14999999999999997,0.02,0.01,2,0.944629916766121
0.14999999999999997,0.02,0.01,5,0.8759313985791348
0.14999999999999997,0.02,0.01,10,0.7851021266973179
0.14999999999999997,0.02,0.01,15,0.7113760656500828
0.14999999999999997,0.02,0.01,30,0.5406363511872295
0.14999999999999997,0.02,0.015,1,0.9711469994304028
0.14999999999999997,0.02,0.015,2,0.9450039870657264
0.14999999999999997,0.02,0.015,5,0.8789015161631261
0.14999999999999997,0.02,0.015,10,0.794828303109139
0.14999999999999997,0.02,0.015,15,0.7285517791503158
0.14999999999999997,0.02,0.015,30,0.5761649268958651
0.14999999999999997,0.02,0.019999999999999997,1,0.9711535727603823
0.14999999999999997,0.02,0.019999999999999997,2,0.945527934357708
0.14999999999999997,0.02,0.019999999999999997,5,0.8830766078852886
0.14999999999999997,0.02,0.019999999999999997,10,0.8086477103546107
0.14999999999999997,0.02,0.019999999999999997,15,0.75329670285555
0.14999999999999997,0.02,0.019999999999999997,30,0.6298614403675279
0.14999999999999997,0.02,0.024999999999999998,1,0.9711620242500181
0.14999999999999997,0.02,0.024999999999999998,2,0.946202007751151
0.14999999999999997,0.02,0.024999999999999998,5,0.8884737387265954
0.14999999999999997,0.02,0.024999999999999998,10,0.8267691571190987
0.14999999999999997,0.02,0.024999999999999998,15,0.786350522266095
0.14999999999999997,0.02,0.024999999999999998,30,0.7063173200298425
0.14999999999999997,0.02,0.03,1,0.9711723539483437
0.14999999999999997,0.02,0.03,2,0.9470265278673904
0.14999999999999997,0.02,0.03,5,0.8951150478144704
0.14999999999999997,0.02,0.03,10,0.8494699889704973
0.14999999999999997,0.02,0.03,15,0.8287256140917305
0.14999999999999997,0.02,0.03,30,0.8124774567294051
0.14999999999999997,0.02,0.034999999999999996,1,0.9711845619152898
0.14999999999999997,0.02,0.034999999999999996,2,0.9480018870941948
0.14999999999999997,0.02,0.034999999999999996,5,0.9030278998452909
0.14999999999999997,0.02,0.034999999999999996,10,0.8771031719735214
0.14999999999999997,0.02,0.034999999999999996,15,0.8817588236175222
0.14999999999999997,0.02,0.034999999999999996,30,0.9586926841992938
