date,CHUS,JPUS,KOUS,MAUS,USEU,USUK,THUS,SZUS
2002-05-21,8.2769,123.83,1249.6,3.8,0.9191,1.4568,42.59,1.5798
2002-05-22,8.277,124.16,1242.2,3.8,0.9265,1.4589,42.82,1.5686
2002-05-23,8.277,124.84,1241.1,3.8,0.9233,1.4545,42.89,1.5755
2002-05-24,8.2771,124.71,1238.2,3.8,0.922,1.4577,42.88,1.5827
2002-05-27,8.2771,124.71,1238.2,3.8,0.922,1.4577,42.88,1.5827
2002-05-28,8.2766,124.38,1232.5,3.8,0.9285,1.4618,42.59,1.5743
2002-05-29,8.2766,124.35,1229.3,3.8,0.9313,1.46,42.48,1.5757
2002-05-30,8.2766,123.08,1222.5,3.8,0.9373,1.4655,42.43,1.5621
2002-05-31,8.2765,124.13,1219.3,3.8,0.9339,1.4625,42.36,1.5693
2002-06-03,8.2767,123.69,1230.0,3.8,0.939,1.4622,42.41,1.5638
2002-06-04,8.2768,123.95,1215.1,3.8,0.9424,1.4605,42.35,1.5592
2002-06-05,8.2769,124.4,1219.0,3.8,0.9391,1.4574,42.53,1.5672
2002-06-06,8.277,124.34,1230.0,3.8,0.9457,1.4593,42.52,1.559
2002-06-07,8.277,124.49,1233.0,3.8,0.9449,1.4604,42.42,1.555
2002-06-10,8.277,124.6,1225.5,3.8,0.9446,1.461,42.42,1.5585
2002-06-11,8.2768,125.56,1220.5,3.8,0.9445,1.4686,42.36,1.562
2002-06-12,8.2769,125.64,1228.6,3.8,0.9473,1.4705,42.32,1.5595
2002-06-13,8.2769,125.12,1228.6,3.8,0.944,1.4709,42.22,1.5638
2002-06-14,8.27,124.25,1231.1,3.8,0.9448,1.4735,42.2,1.5626
2002-06-17,8.2773,124.37,1225.1,3.8,0.9442,1.4782,42.19,1.5632
2002-06-18,8.2775,124.56,1229.0,3.8,0.9483,1.4868,42.22,1.5568
2002-06-19,8.2774,124.04,1225.0,3.8,0.9544,1.4873,42.14,1.5422
2002-06-20,8.2772,123.33,1220.0,3.8,0.9646,1.4982,42.08,1.5235
2002-06-21,8.2771,121.23,1214.4,3.8,0.9705,1.4987,42.06,1.5124
2002-06-24,8.277,121.28,1208.5,3.8,0.9786,1.5056,41.84,1.5005
2002-06-25,8.2771,121.9,1208.7,3.8,0.9692,1.4999,41.93,1.514
2002-06-26,8.2772,119.83,1198.9,3.8,0.9825,1.5217,41.76,1.494
2002-06-27,8.2771,119.38,1197.9,3.8,0.9885,1.5285,41.65,1.4885
2002-06-28,8.2771,119.85,1205.0,3.8,0.9856,1.5245,41.58,1.492
2002-07-01,8.277,120.04,1201.3,3.8,0.9893,1.5307,41.63,1.4845
2002-07-02,8.2769,120.13,1200.8,3.8,0.984,1.53,41.54,1.49
2002-07-03,8.2768,119.77,1202.8,3.8,0.9816,1.5268,41.64,1.4907
2002-07-04,8.2768,119.77,1202.8,3.8,0.9816,1.5268,41.64,1.4907
2002-07-05,8.2766,120.19,1199.9,3.8,0.973,1.5206,41.66,1.5062
2002-07-08,8.2767,118.66,1195.0,3.8,0.9869,1.5348,41.49,1.4893
2002-07-09,8.2766,117.85,1177.2,3.8,0.9938,1.5465,41.27,1.482
2002-07-10,8.2767,117.94,1174.4,3.8,0.989,1.5483,41.152,1.4888
2002-07-11,8.2768,116.62,1174.5,3.8,0.9927,1.5545,41.18,1.4793
2002-07-12,8.2767,116.73,1177.0,3.8,0.9904,1.55,41.07,1.4832
2002-07-15,8.2768,116.06,1171.6,3.8,1.0072,1.5656,40.74,1.4582
2002-07-16,8.2769,115.71,1166.8,3.8,1.0087,1.5693,40.42,1.4548
2002-07-17,8.2769,116.24,1166.8,3.8,1.0078,1.5682,40.55,1.454
2002-07-18,8.2768,117.02,1169.8,3.8,1.0067,1.5685,40.59,1.454
2002-07-19,8.2769,115.73,1165.6,3.8,1.0156,1.5785,40.46,1.4387
2002-07-22,8.277,116.22,1160.6,3.8,1.0098,1.58,40.45,1.4408
2002-07-23,8.2771,117.35,1168.21,3.8,0.9933,1.5657,40.98,1.4645
2002-07-24,8.2769,116.33,1170.1,3.8,0.9945,1.5745,41.22,1.4561
2002-07-25,8.277,116.87,1165.9,3.8,0.9997,1.5754,41.1,1.4498
2002-07-26,8.2768,118.78,1185.4,3.8,0.9882,1.5635,41.97,1.4682
2002-07-29,8.2767,119.87,1195.0,3.8,0.9779,1.557,42.47,1.4893
2002-07-30,8.2766,119.9,1188.0,3.8,0.9879,1.5725,42.03,1.4749
2002-07-31,8.2767,119.77,1183.0,3.8,0.9796,1.5625,42.04,1.4833
2002-08-01,8.2766,119.1,1182.8,3.8,0.9843,1.5578,42.15,1.4703
2002-08-02,8.2768,118.98,1184.3,3.8,0.9882,1.5709,42.16,1.4708
2002-08-05,8.2767,119.26,1197.5,3.8,0.9846,1.5665,42.15,1.477
2002-08-06,8.2768,121.14,1209.0,3.8,0.964,1.5382,42.62,1.513
2002-08-07,8.2769,120.37,1206.0,3.8,0.9738,1.5354,42.41,1.497
2002-08-08,8.2767,121.04,1206.7,3.8,0.9653,1.5278,42.46,1.5146
2002-08-09,8.2766,120.15,1203.5,3.8,0.9714,1.5235,42.39,1.503
2002-08-12,8.2768,118.85,1201.0,3.8,0.9778,1.5317,42.15,1.4965
2002-08-13,8.2767,119.08,1204.0,3.8,0.9787,1.531,42.15,1.4952
2002-08-14,8.2766,116.53,1186.3,3.8005,0.9867,1.5442,41.9,1.4813
2002-08-15,8.2768,117.28,1186.0,3.8,0.9816,1.536,41.84,1.4907
2002-08-16,8.2768,117.51,1188.9,3.8,0.9836,1.5372,41.8,1.4915
2002-08-19,8.2767,118.53,1194.0,3.8,0.9775,1.5272,42.08,1.5015
2002-08-20,8.2768,118.84,1195.0,3.8,0.9779,1.5266,41.96,1.5027
2002-08-21,8.2766,118.54,1192.0,3.8,0.9796,1.5295,42.08,1.4999
2002-08-22,8.2766,119.85,1193.7,3.8,0.9697,1.5192,42.3,1.5188
2002-08-23,8.2767,119.53,1202.5,3.8,0.9726,1.5215,42.3,1.5128
2002-08-26,8.2766,119.54,1205.3,3.8,0.9731,1.5236,42.4,1.5125
2002-08-27,8.2767,118.31,1199.8,3.8,0.9814,1.5305,42.21,1.4969
2002-08-28,8.2768,118.31,1200.0,3.8,0.982,1.5363,42.23,1.4968
2002-08-29,8.2767,118.34,1205.0,3.8,0.9829,1.5484,42.25,1.4941
2002-08-30,8.2768,118.76,1201.9,3.8,0.9806,1.5476,42.25,1.5007
2002-09-02,8.2768,118.76,1201.9,3.8,0.9806,1.5476,42.25,1.5007
2002-09-03,8.277,117.12,1200.5,3.8,0.9959,1.5625,42.2,1.473
2002-09-04,8.2771,118.01,1195.1,3.8,0.9923,1.5642,42.22,1.4751
2002-09-05,8.2772,118.34,1191.2,3.8,0.9911,1.566,42.1542,1.4733
2002-09-06,8.277,118.48,1196.6,3.8,0.9843,1.5597,42.3,1.4825
2002-09-09,8.277,118.85,1196.8,3.8,0.9817,1.5585,42.46,1.4848
2002-09-10,8.277,119.78,1194.1,3.8,0.9752,1.5544,42.52,1.496
2002-09-11,8.277,120.64,1210.0,3.8,0.9724,1.5492,42.52,1.5067
2002-09-12,8.2768,120.68,1201.0,3.8,0.9761,1.5549,42.49,1.5042
2002-09-13,8.2768,121.5,1203.7,3.8,0.9743,1.5585,42.81,1.502
2002-09-16,8.2768,122.17,1220.0,3.8,0.9723,1.544,43.35,1.51
2002-09-17,8.2769,122.64,1218.6,3.8,0.9685,1.5343,43.03,1.5202
2002-09-18,8.277,121.49,1213.0,3.8,0.9789,1.5525,42.94,1.4982
2002-09-19,8.277,121.48,1210.0,3.8,0.9817,1.5545,43.0,1.492
2002-09-20,8.2769,123.16,1210.0,3.8,0.9839,1.5558,43.34,1.488
2002-09-23,8.2771,123.93,1220.3,3.8,0.9822,1.5575,43.44,1.491
2002-09-24,8.2771,123.38,1232.0,3.8,0.9815,1.5565,43.43,1.4918
2002-09-25,8.2769,122.72,1235.0,3.8,0.9797,1.5625,43.45,1.4933
2002-09-26,8.2772,122.59,1228.6,3.8,0.9755,1.5563,43.452,1.5029
2002-09-27,8.2773,122.86,1227.9,3.8,0.9772,1.5548,43.47,1.5008
2002-09-30,8.2774,121.74,1227.7,3.8,0.9879,1.57,43.29,1.4758
2002-10-01,8.2774,122.73,1227.5,3.8,0.9859,1.5708,43.48,1.4793
2002-10-02,8.2774,123.21,1230.4,3.8,0.9842,1.5655,43.53,1.4836
2002-10-03,8.2774,123.04,1230.4,3.8,0.9871,1.5704,43.57,1.4794
2002-10-04,8.2774,123.02,1232.4,3.8,0.9821,1.569,43.53,1.4893
2002-10-07,8.2774,124.44,1240.7,3.8,0.9816,1.5643,43.87,1.49
2002-10-08,8.2774,124.26,1254.0,3.8,0.9796,1.5569,43.76,1.4959
2002-10-09,8.2772,123.55,1246.5,3.8,0.9868,1.5595,43.68,1.4837
2002-10-10,8.2771,123.64,1257.8,3.8,0.9861,1.5625,43.82,1.4841
2002-10-11,8.277,124.04,1260.3,3.8,0.9854,1.5605,43.89,1.486
2002-10-14,8.277,124.04,1260.3,3.8,0.9854,1.5605,43.89,1.486
2002-10-15,8.2768,124.66,1260.0,3.8,0.981,1.5542,44.19,1.4958
2002-10-16,8.2768,124.3,1246.9,3.8,0.9824,1.5543,43.83,1.4924
2002-10-17,8.2768,124.8,1249.0,3.8,0.9718,1.5525,43.68,1.5119
2002-10-18,8.2768,125.52,1244.0,3.8,0.9708,1.5461,43.8,1.514
2002-10-21,8.2769,124.71,1240.0,3.8,0.9732,1.5418,43.6,1.511
2002-10-22,8.2771,125.09,1250.0,3.8,0.9782,1.5463,43.65,1.5015
2002-10-23,8.277,124.17,1231.9,3.8,0.9772,1.5499,43.63,1.5004
2002-10-24,8.2771,124.77,1231.9,3.8,0.9742,1.5478,43.58,1.5062
2002-10-25,8.2773,124.14,1231.6,3.8,0.9767,1.5533,43.44,1.5014
2002-10-28,8.2774,123.64,1233.5,3.8,0.9843,1.5602,43.43,1.4882
2002-10-29,8.2773,122.55,1227.4,3.8,0.9851,1.5585,43.31,1.487
2002-10-30,8.2772,122.91,1234.0,3.8,0.9835,1.5568,43.47,1.4893
2002-10-31,8.2771,122.78,1224.0,3.8,0.9881,1.563,43.35,1.4805
2002-11-01,8.2772,122.16,1225.8,3.8,0.9971,1.5638,43.32,1.4673
2002-11-04,8.2774,122.46,1223.0,3.8,0.9953,1.5545,43.27,1.47
2002-11-05,8.2771,121.84,1230.0,3.8,0.9994,1.5625,43.24,1.4635
2002-11-06,8.2771,122.22,1229.0,3.8,0.9974,1.559,43.29,1.4663
2002-11-07,8.2771,121.26,1212.2,3.8,1.0092,1.5796,43.23,1.4506
2002-11-08,8.2771,119.72,1202.0,3.8,1.0139,1.5915,43.02,1.4434
2002-11-11,8.2771,119.72,1202.0,3.8,1.0139,1.5915,43.02,1.4434
2002-11-12,8.2771,119.57,1200.5,3.8,1.0105,1.5879,43.18,1.4465
2002-11-13,8.2771,120.28,1197.2,3.8,1.006,1.585,43.36,1.4577
2002-11-14,8.2771,120.45,1206.7,3.8,1.0034,1.5788,43.45,1.4615
2002-11-15,8.2771,120.37,1203.3,3.8,1.0082,1.579,43.5,1.4542
2002-11-18,8.2771,121.15,1212.0,3.8,1.0083,1.579,43.4,1.4555
2002-11-19,8.2771,121.65,1203.5,3.8,1.0107,1.588,43.36,1.4527
2002-11-20,8.2771,122.52,1211.5,3.8,1.0024,1.575,43.49,1.4649
2002-11-21,8.2771,122.92,1218.0,3.8,0.9984,1.5753,43.45,1.4714
2002-11-22,8.2774,122.84,1206.9,3.8,0.9966,1.5778,43.39,1.4768
2002-11-25,8.2774,122.32,1215.0,3.8,0.9937,1.5667,43.43,1.4839
2002-11-26,8.2771,121.89,1201.1,3.8,0.9913,1.5485,43.42,1.4878
2002-11-27,8.2772,122.21,1197.4,3.8,0.9895,1.544,43.39,1.4895
2002-11-28,8.2772,122.21,1197.4,3.8,0.9895,1.544,43.39,1.4895
2002-11-29,8.2773,122.72,1198.7,3.8,0.9932,1.5553,43.51,1.486
2002-12-02,8.2773,124.61,1220.0,3.8,0.9927,1.5555,43.73,1.4845
2002-12-03,8.2772,124.42,1217.6,3.8,0.9968,1.5687,43.65,1.4767
2002-12-04,8.2773,124.84,1216.5,3.8,0.9999,1.5682,43.72,1.4729
2002-12-05,8.2771,124.99,1221.0,3.8,0.9989,1.5708,43.8,1.4731
2002-12-06,8.2773,123.69,1221.0,3.8,1.0081,1.573,43.6,1.4602
2002-12-09,8.2776,123.36,1209.0,3.8,1.0088,1.5785,43.39,1.4595
2002-12-10,8.2771,123.66,1213.0,3.8,1.0073,1.5699,43.41,1.4628
2002-12-11,8.2773,123.46,1208.0,3.8,1.0083,1.5744,43.4,1.4621
2002-12-12,8.2773,122.75,1208.0,3.8,1.0189,1.58,43.37,1.449
2002-12-13,8.2771,120.71,1205.0,3.8,1.0226,1.5896,43.27,1.4421
2002-12-16,8.2773,121.28,1203.4,3.8,1.021,1.5905,43.19,1.4448
2002-12-17,8.2776,121.27,1204.0,3.8,1.0267,1.5963,43.1,1.4323
2002-12-18,8.2774,121.12,1202.0,3.8,1.0254,1.6,43.06,1.4296
2002-12-19,8.28,120.86,1202.0,3.8,1.0217,1.5986,43.0,1.431
2002-12-20,8.28,120.52,1205.0,3.8,1.0268,1.6015,43.1,1.425
2002-12-23,8.2775,120.77,1201.0,3.8,1.0217,1.587,43.05,1.425
2002-12-24,8.2776,120.27,1200.9,3.8,1.0305,1.5958,42.92,1.4097
2002-12-25,8.2776,120.27,1200.9,3.8,1.0305,1.5958,42.92,1.4097
2002-12-26,8.2773,120.12,1200.0,3.8,1.0358,1.5978,43.1,1.4039
2002-12-27,8.2773,119.92,1198.0,3.8,1.0411,1.6022,43.32,1.3954
2002-12-30,8.2773,118.38,1197.2,3.8,1.046,1.6044,43.3,1.3922
2002-12-31,8.28,118.75,1186.3,3.8,1.0485,1.6095,43.2,1.3833
2003-01-01,8.28,118.75,1186.3,3.8,1.0485,1.6095,43.2,1.3833
2003-01-02,8.28,119.86,1190.0,3.8,1.0361,1.5975,43.17,1.4015
2003-01-03,8.2768,119.85,1197.3,3.8,1.0418,1.6045,43.0,1.3975
2003-01-06,8.28,119.06,1189.0,3.8,1.0469,1.608,42.8,1.3928
2003-01-07,8.2767,120.18,1185.0,3.8,1.0419,1.6055,42.85,1.3983
2003-01-08,8.2766,119.35,1186.0,3.8,1.0447,1.6063,42.72,1.3963
2003-01-09,8.2766,119.57,1182.0,3.8,1.0467,1.6035,42.76,1.3943
2003-01-10,8.2767,119.44,1181.0,3.8,1.0535,1.6079,42.8,1.386
2003-01-13,8.2768,119.03,1177.0,3.8,1.0535,1.603,42.79,1.3868
2003-01-14,8.28,117.96,1176.0,3.8,1.0571,1.607,42.6,1.384
2003-01-15,8.277,117.91,1175.0,3.8,1.0576,1.6029,42.7,1.3829
2003-01-16,8.2771,118.02,1171.0,3.8,1.0569,1.6073,42.69,1.3828
2003-01-17,8.2771,117.88,1173.5,3.8,1.066,1.6173,42.74,1.3678
2003-01-20,8.2771,117.88,1173.5,3.8,1.066,1.6173,42.74,1.3678
2003-01-21,8.2771,118.57,1178.0,3.8,1.0677,1.6123,42.83,1.3687
2003-01-22,8.2771,118.15,1176.9,3.8,1.0729,1.6162,42.75,1.3629
2003-01-23,8.2771,117.83,1166.1,3.8,1.0767,1.6233,42.72,1.358
2003-01-24,8.2768,117.8,1166.1,3.8,1.0825,1.632,42.69,1.3528
2003-01-27,8.2768,118.64,1164.6,3.8,1.0838,1.6351,42.7,1.3554
2003-01-28,8.2767,118.67,1173.0,3.8,1.0833,1.64,42.68,1.356
2003-01-29,8.2768,118.13,1168.0,3.8,1.0861,1.6457,42.7,1.3512
2003-01-30,8.28,119.22,1165.0,3.8,1.0776,1.6482,42.78,1.3629
2003-01-31,8.2768,119.96,1165.0,3.8,1.0739,1.6448,42.77,1.3683
2003-02-03,8.2768,120.47,1184.0,3.8,1.0761,1.6405,42.82,1.3631
2003-02-04,8.28,119.75,1177.0,3.8,1.0875,1.648,42.7,1.3493
2003-02-05,8.28,119.78,1174.3,3.8,1.0842,1.6455,42.77,1.354
2003-02-06,8.28,119.93,1173.0,3.8,1.0828,1.6354,42.79,1.3541
2003-02-07,8.28,120.4,1184.5,3.8,1.0801,1.6284,42.92,1.3584
2003-02-10,8.2773,121.25,1196.6,3.8,1.074,1.6275,43.18,1.366
2003-02-11,8.2775,121.19,1206.0,3.8,1.0747,1.6193,43.09,1.3653
2003-02-12,8.2778,121.3,1199.4,3.8,1.0716,1.6155,43.02,1.37
2003-02-13,8.2773,120.49,1203.5,3.8,1.0834,1.6209,43.03,1.3559
2003-02-14,8.2773,120.41,1196.5,3.8,1.0799,1.6105,43.12,1.3618
2003-02-17,8.2773,120.41,1196.5,3.8,1.0799,1.6105,43.12,1.3618
2003-02-18,8.2772,118.93,1199.0,3.8,1.0708,1.5921,43.05,1.3745
2003-02-19,8.2775,118.65,1193.0,3.8,1.0744,1.5957,43.035,1.3697
2003-02-20,8.2776,118.18,1191.4,3.8,1.0821,1.5925,42.88,1.356
2003-02-21,8.2776,118.78,1194.0,3.8,1.0787,1.5864,42.9,1.3618
2003-02-24,8.2777,117.78,1187.1,3.8,1.0783,1.586,42.81,1.3592
2003-02-25,8.2778,117.14,1192.0,3.8,1.0782,1.5727,42.69,1.3538
2003-02-26,8.2774,117.19,1186.0,3.8,1.0797,1.5806,42.75,1.355
2003-02-27,8.2775,117.58,1186.0,3.8,1.0763,1.5798,42.68,1.3598
2003-02-28,8.2775,118.22,1193.7,3.8,1.0779,1.5737,42.8,1.3557
2003-03-03,8.2775,117.93,1184.6,3.8,1.0835,1.5755,42.7,1.3468
2003-03-04,8.2774,117.96,1197.0,3.8,1.0883,1.582,42.69,1.34
2003-03-05,8.2775,117.32,1199.2,3.8,1.0967,1.6003,42.52,1.3299
2003-03-06,8.2776,117.22,1218.0,3.8,1.0997,1.6049,42.62,1.3314
2003-03-07,8.2774,116.47,1219.0,3.8,1.1014,1.602,42.5,1.3338
2003-03-10,8.2772,116.55,1243.0,3.8,1.1062,1.6007,42.45,1.3247
2003-03-11,8.277,117.07,1225.8,3.8,1.1028,1.6038,42.46,1.3316
2003-03-12,8.2771,117.18,1245.0,3.8,1.1023,1.6129,42.73,1.3315
2003-03-13,8.2771,118.31,1241.0,3.8,1.087,1.6057,42.8,1.349
2003-03-14,8.2772,118.59,1241.5,3.8,1.0725,1.5821,42.79,1.369
2003-03-17,8.2772,118.45,1249.8,3.8,1.0606,1.5682,42.79,1.3845
2003-03-18,8.2772,118.9,1254.8,3.8,1.0624,1.5624,42.92,1.3843
2003-03-19,8.2773,120.13,1258.0,3.8,1.059,1.5648,43.03,1.3903
2003-03-20,8.2773,120.05,1245.0,3.8,1.0613,1.567,42.99,1.387
2003-03-21,8.2773,121.42,1254.0,3.8,1.0545,1.566,43.07,1.4
2003-03-24,8.2774,120.69,1251.1,3.8,1.0644,1.5748,42.91,1.3847
2003-03-25,8.2771,120.03,1251.0,3.8,1.0673,1.5707,42.84,1.3805
2003-03-26,8.2775,120.13,1244.4,3.8,1.0677,1.5742,42.9,1.3827
2003-03-27,8.2772,119.78,1247.0,3.8,1.0708,1.5676,42.88,1.3807
2003-03-28,8.2771,120.18,1260.0,3.8,1.0762,1.5673,42.99,1.3724
2003-03-31,8.2774,118.07,1252.0,3.8,1.09,1.579,42.86,1.3538
2003-04-01,8.2773,118.25,1262.0,3.8,1.0904,1.5767,42.9,1.3537
2003-04-02,8.277,119.17,1255.4,3.8,1.0765,1.5659,42.99,1.3794
2003-04-03,8.2771,119.55,1256.0,3.8,1.0736,1.5718,43.07,1.3809
2003-04-04,8.2771,120.05,1258.0,3.8,1.0711,1.5597,43.1,1.3875
2003-04-07,8.2772,120.41,1257.8,3.8,1.0621,1.55,43.18,1.3995
2003-04-08,8.2773,119.91,1253.5,3.8,1.0684,1.5507,43.08,1.3905
2003-04-09,8.2774,120.55,1246.0,3.8,1.0722,1.5562,43.08,1.3858
2003-04-10,8.2773,119.58,1230.0,3.8,1.0803,1.5719,42.87,1.3846
2003-04-11,8.2772,120.47,1229.6,3.8,1.0751,1.5713,43.02,1.3933
2003-04-14,8.2774,120.3,1225.0,3.8,1.0773,1.5713,42.91,1.3895
2003-04-15,8.2773,120.2,1220.0,3.8,1.0801,1.5705,42.95,1.3912
2003-04-16,8.2773,120.04,1217.0,3.8,1.0872,1.574,42.89,1.3785
2003-04-17,8.2771,119.3,1207.0,3.8,1.0907,1.5748,42.76,1.377
2003-04-18,8.277,119.72,1204.0,3.8,1.0882,1.5733,42.77,1.381
2003-04-21,8.2769,120.55,1209.0,3.8,1.0857,1.5592,42.72,1.3901
2003-04-22,8.277,119.68,1219.0,3.8,1.0966,1.5768,42.72,1.3708
2003-04-23,8.2772,120.33,1219.0,3.8,1.0949,1.5815,42.8,1.3759
2003-04-24,8.2772,119.83,1220.5,3.8,1.1039,1.5971,42.83,1.359
2003-04-25,8.277,120.25,1238.5,3.8,1.104,1.5915,43.05,1.3612
2003-04-28,8.277,120.34,1222.5,3.8,1.0999,1.5906,42.94,1.3695
2003-04-29,8.277,120.14,1219.0,3.8,1.101,1.5904,42.94,1.3688
2003-04-30,8.2771,119.07,1215.5,3.8,1.118,1.6,42.86,1.3545
2003-05-01,8.2771,118.56,1213.0,3.8,1.1238,1.6103,42.82,1.342
2003-05-02,8.2771,119.1,1213.0,3.8,1.12,1.602,42.79,1.348
2003-05-05,8.2771,118.64,1217.0,3.8,1.1271,1.606,42.68,1.344
2003-05-06,8.277,117.94,1201.0,3.8,1.1354,1.614,42.6,1.3331
2003-05-07,8.2769,116.51,1199.0,3.8,1.134,1.593,42.5,1.3264
2003-05-08,8.2768,116.65,1199.0,3.8,1.1453,1.6034,42.55,1.3172
2003-05-09,8.2768,117.2,1202.0,3.8,1.1498,1.6045,42.56,1.3114
2003-05-12,8.277,116.94,1192.0,3.8,1.1557,1.6095,42.38,1.3107
2003-05-13,8.277,116.56,1196.0,3.8,1.1499,1.6092,42.39,1.3168
2003-05-14,8.2769,116.16,1200.0,3.8,1.1498,1.6163,42.17,1.3157
2003-05-15,8.2768,115.94,1196.4,3.8,1.1457,1.6262,42.03,1.3151
2003-05-16,8.277,116.01,1199.9,3.8,1.1542,1.6241,42.14,1.3102
2003-05-19,8.2768,116.58,1195.0,3.8,1.1686,1.6352,42.03,1.2945
2003-05-20,8.2768,116.77,1202.0,3.8,1.1685,1.6393,42.02,1.294
2003-05-21,8.2769,117.23,1194.3,3.8,1.1707,1.6415,41.98,1.2903
2003-05-22,8.2768,117.25,1195.4,3.8,1.17,1.6346,41.96,1.294
2003-05-23,8.2769,116.89,1194.4,3.8,1.1786,1.6376,41.89,1.293
2003-05-26,8.2769,116.89,1194.4,3.8,1.1786,1.6376,41.89,1.293
2003-05-27,8.2768,117.12,1198.9,3.8,1.1853,1.64,41.69,1.2851
2003-05-28,8.277,118.73,1200.5,3.8,1.1742,1.635,41.83,1.299
2003-05-29,8.277,118.45,1207.1,3.8,1.1835,1.6484,41.8,1.2898
2003-05-30,8.2768,119.5,1210.0,3.8,1.1766,1.6393,41.75,1.3022
2003-06-02,8.2768,118.52,1203.0,3.8,1.1744,1.6372,41.66,1.2973
2003-06-03,8.2769,119.27,1201.5,3.8,1.1702,1.6278,41.7,1.3127
2003-06-04,8.277,118.6,1201.0,3.8,1.1708,1.6333,41.65,1.3129
2003-06-05,8.277,117.61,1200.3,3.8,1.187,1.6597,41.52,1.2973
2003-06-06,8.277,118.83,1200.3,3.8,1.1695,1.6622,41.66,1.3233
2003-06-09,8.2773,118.11,1196.7,3.8,1.1743,1.6452,41.67,1.3131
2003-06-10,8.2768,117.68,1194.5,3.8,1.1686,1.6523,41.81,1.3192
2003-06-11,8.277,117.69,1195.4,3.8,1.1764,1.6675,41.79,1.306
2003-06-12,8.2772,117.66,1193.4,3.8,1.1767,1.6682,41.72,1.3104
2003-06-13,8.2768,117.46,1192.0,3.8,1.183,1.6676,41.63,1.3047
2003-06-16,8.2769,117.79,1190.3,3.8,1.1843,1.6815,41.52,1.3009
2003-06-17,8.2768,118.2,1185.0,3.8,1.1812,1.684,41.57,1.3051
2003-06-18,8.2768,118.4,1185.0,3.8,1.171,1.6798,41.62,1.3205
2003-06-19,8.277,118.74,1200.0,3.8,1.1678,1.674,41.63,1.3246
2003-06-20,8.2772,118.39,1190.6,3.8,1.1616,1.6644,41.6,1.329
2003-06-23,8.2773,117.55,1190.3,3.8,1.1548,1.6682,41.58,1.3268
2003-06-24,8.2774,117.96,1193.0,3.8,1.1498,1.6607,41.54,1.331
2003-06-25,8.2775,117.54,1187.2,3.8,1.1592,1.6787,41.5,1.3257
2003-06-26,8.2775,119.32,1186.9,3.8,1.1429,1.664,41.71,1.3479
2003-06-27,8.2774,119.72,1194.6,3.8,1.1423,1.6492,42.02,1.3508
2003-06-30,8.2776,119.87,1196.0,3.8,1.1502,1.6529,42.08,1.3519
2003-07-01,8.2775,119.45,1192.0,3.8,1.158,1.6626,41.95,1.3412
2003-07-02,8.2775,118.63,1187.2,3.8,1.1524,1.6646,41.89,1.3474
2003-07-03,8.2776,118.24,1183.7,3.8,1.1503,1.6718,41.72,1.3465
2003-07-04,8.2776,118.24,1183.7,3.8,1.1503,1.6718,41.72,1.3465
2003-07-07,8.2773,118.08,1182.1,3.8,1.1341,1.6515,41.63,1.3681
2003-07-08,8.2774,118.58,1180.3,3.8,1.1265,1.6326,41.67,1.3765
2003-07-09,8.2776,117.85,1179.2,3.8,1.1311,1.6306,41.67,1.3665
2003-07-10,8.2774,117.69,1178.5,3.8,1.139,1.6326,41.67,1.3609
2003-07-11,8.2772,117.8,1180.0,3.8,1.1304,1.6323,41.63,1.3724
2003-07-14,8.2771,117.54,1176.3,3.8,1.1298,1.6238,41.63,1.3722
2003-07-15,8.2772,117.24,1180.0,3.8,1.1233,1.5986,41.5,1.3818
2003-07-16,8.277,118.24,1180.0,3.8,1.1209,1.5952,41.65,1.376
2003-07-17,8.2771,118.87,1180.0,3.8,1.1164,1.5893,41.72,1.3772
2003-07-18,8.277,118.4,1181.0,3.8,1.1239,1.5867,41.76,1.3673
2003-07-21,8.2768,118.35,1178.6,3.8,1.1346,1.601,41.72,1.3551
2003-07-22,8.277,119.34,1183.0,3.8,1.1325,1.5978,41.88,1.3623
2003-07-23,8.2771,118.77,1180.9,3.8,1.1484,1.609,42.05,1.346
2003-07-24,8.2772,119.25,1179.9,3.8,1.1441,1.611,41.93,1.3517
2003-07-25,8.2776,118.82,1180.2,3.8,1.1513,1.6198,41.97,1.343
2003-07-28,8.2775,119.42,1183.0,3.8,1.1497,1.6272,42.03,1.3456
2003-07-29,8.2776,119.78,1178.7,3.8,1.1466,1.6225,42.04,1.3497
2003-07-30,8.2773,120.55,1180.0,3.8,1.1367,1.6167,42.06,1.3642
2003-07-31,8.2774,120.42,1181.0,3.8,1.1231,1.609,42.0,1.3736
2003-08-01,8.2772,120.0,1185.0,3.8,1.1252,1.6045,42.03,1.3668
2003-08-04,8.2775,120.47,1182.0,3.8,1.1337,1.608,41.98,1.3505
2003-08-05,8.2775,119.95,1187.9,3.8,1.1349,1.6085,42.06,1.352
2003-08-06,8.2773,120.33,1186.0,3.8,1.1357,1.6081,42.035,1.3491
2003-08-07,8.2774,118.91,1185.0,3.8,1.139,1.617,41.92,1.3475
2003-08-08,8.2772,119.02,1181.1,3.8,1.1321,1.608,41.93,1.3573
2003-08-11,8.2773,118.36,1180.0,3.8,1.1349,1.6068,41.81,1.359
2003-08-12,8.277,118.53,1179.0,3.8,1.1304,1.6028,41.82,1.366
2003-08-13,8.2771,119.07,1179.8,3.8,1.1317,1.6082,41.78,1.366
